Identifier 	SK_SC_1	SK_TC_1	SK_SC_2	SK_TC_2	H3B_Ortho_1	H3B_Ortho_2	H3B_Ortho_3	H3B_SC_1	H3B_SC_2	H3B_TC_1	H3B_TC_2	HCC_06	HCC_07	HCC_08	HCC_09	HCC_10	HCC_11	HCC_12	HCC_13	HCC_14	HCC_15	HUH7_Ortho_1	HUH7_SC_1	HUH7_SC_2	HUH7_SC_3	HUH7_TC_1	HUH7_TC_2	NNL_01	NNL_02	NNL_03	NNL_04	NNL_05	Cluster_Number	Cluster_Repr	
NM_002633	18.56	40.73	23.0	48.13	45.81	49.81	97.96	61.39	57.29	23.73	40.82	250.85	226.44	31.15	29.09	111.91	32.53	118.78	78.1	93.69	44.85	39.74	55.89	83.4	107.58	83.32	94.56	136.53	197.45	190.56	157.01	90.95	13	7226	
NM_000611	127.07	294.68	107.41	233.98	31.46	25.45	33.49	33.25	35.13	45.04	34.59	60.05	40.41	79.38	120.61	65.5	181.94	63.95	170.86	56.32	52.14	7.83	7.38	15.33	13.87	61.97	44.58	45.68	74.28	39.62	46.69	85.35	13	7226	
NM_002979	15.25	24.81	17.16	37.04	56.16	50.89	81.71	52.31	62.26	55.11	73.26	92.32	431.85	38.45	62.35	127.03	78.81	185.86	112.8	166.14	57.46	27.45	44.63	73.27	85.59	164.21	104.39	165.25	243.31	242.24	181.17	156.0	13	7226	
NM_020300	15.53	81.08	24.44	85.0	47.62	43.14	3.42	43.0	56.97	81.47	76.87	505.97	179.87	82.42	31.92	597.81	404.16	657.26	97.57	267.85	118.49	56.77	51.28	121.34	97.51	303.51	210.83	376.9	546.31	546.9	431.63	296.88	13	7226	
NM_016282	21.63	39.15	26.69	50.46	35.34	44.36	42.48	37.3	36.74	108.24	69.67	443.96	350.54	170.0	210.86	107.57	100.57	206.69	76.98	215.89	44.71	13.45	18.9	26.49	31.06	59.0	54.31	222.89	284.24	222.05	222.7	214.84	13	7226	
NM_005796	64.89	529.37	74.77	245.74	12.02	13.7	27.17	20.47	9.16	9.66	24.48	84.16	49.0	194.67	26.05	24.16	120.05	232.22	395.07	109.56	268.88	56.77	66.42	101.3	116.11	113.05	5.79	1826.38	1311.84	2525.56	1520.71	503.68	13	7226	
NM_002979	13.08	17.36	12.44	25.78	36.94	30.88	52.16	29.68	36.74	27.8	44.32	74.3	104.1	36.49	35.8	92.6	67.12	144.97	101.07	162.3	31.47	21.23	30.54	71.22	58.98	124.86	71.94	142.17	191.32	182.74	174.08	150.88	13	7226	
NM_002156	31.02	91.36	46.46	96.39	148.72	114.54	122.32	105.87	122.69	208.64	178.87	213.65	147.79	67.7	216.43	161.02	53.12	112.32	42.96	45.45	166.07	71.26	98.09	201.61	175.88	228.5	258.62	64.79	72.32	52.11	66.74	59.01	14	26272	
NM_003133	61.25	38.71	66.75	94.08	174.89	123.8	196.04	152.1	166.97	182.79	168.34	200.67	156.78	183.61	208.15	86.59	106.07	141.06	119.75	85.28	123.22	50.38	70.38	131.0	122.55	222.54	216.46	69.91	87.63	78.61	85.94	84.23	14	26272	
NM_004545	53.76	76.14	53.1	137.37	161.46	117.11	218.72	136.52	136.21	104.53	128.58	221.38	135.0	135.54	56.26	62.35	104.68	107.35	88.16	209.13	56.29	25.51	39.97	70.91	68.65	106.2	124.2	145.42	124.84	152.74	141.05	122.51	14	26272	
NM_004888	41.27	40.2	38.64	63.67	103.26	78.48	197.31	97.3	99.52	80.03	111.84	128.38	107.19	64.03	97.48	58.02	56.82	88.11	45.83	69.19	121.73	64.35	69.93	139.72	124.28	160.89	184.35	52.69	68.83	45.61	49.96	59.99	14	26272	
NM_021128	87.33	128.75	69.7	136.79	111.8	96.91	133.44	131.07	114.3	114.36	122.47	104.95	109.27	70.65	81.23	96.48	78.53	180.61	70.31	95.54	47.01	30.8	44.03	98.27	83.24	158.0	125.82	51.34	81.18	74.79	63.77	75.89	14	26272	
NM_001697	55.57	115.81	58.59	148.5	183.15	132.89	163.69	127.16	164.3	140.46	161.38	140.16	93.53	99.7	126.71	86.4	62.04	127.75	63.97	147.29	72.14	49.42	61.65	126.05	120.77	194.89	208.01	70.97	102.1	92.16	83.29	95.68	14	26272	
NM_004889	44.76	87.93	32.75	116.17	94.02	69.29	83.73	85.46	84.78	69.53	68.22	136.06	79.14	109.62	107.83	62.04	89.81	163.25	67.57	142.37	125.47	67.61	72.96	163.82	140.48	267.35	292.98	43.34	68.68	52.41	53.67	45.31	14	26272	
NM_001863	44.02	112.44	48.82	132.65	155.09	126.08	162.24	166.5	198.92	165.52	161.06	131.78	64.88	111.05	114.28	115.34	92.18	163.43	80.42	309.31	111.0	80.44	100.74	193.2	162.47	257.53	326.68	78.37	81.72	94.53	66.15	81.99	14	26272	
NM_001862	28.2	85.9	27.95	95.38	134.88	107.12	175.73	119.0	113.29	123.42	147.62	206.15	145.58	68.49	59.89	123.72	80.49	162.7	78.47	240.23	105.36	48.03	58.1	82.18	86.8	163.53	155.21	111.53	170.36	141.28	116.05	72.51	14	26272	
NM_006332	16.71	26.6	9.81	28.38	116.91	118.93	140.87	96.1	88.56	255.25	214.77	39.54	65.68	139.47	95.04	165.54	234.16	729.86	125.32	55.53	153.26	11.18	16.48	48.01	37.39	109.16	147.86	63.34	68.49	44.0	52.19	67.61	14	26272	
NM_001688	48.68	68.26	58.09	104.46	75.65	67.1	107.83	77.11	87.57	87.27	73.12	281.49	93.57	39.92	92.11	82.51	43.84	119.29	77.18	69.16	134.23	33.45	43.65	83.04	86.27	150.6	121.49	68.14	66.16	61.08	61.44	69.61	14	26272	
NM_006356	71.45	137.37	69.05	150.31	102.41	94.84	116.92	91.67	107.84	96.75	105.42	152.5	183.63	96.07	94.07	133.68	76.07	367.11	111.98	143.67	89.49	45.16	55.4	106.54	94.73	326.21	193.66	79.54	104.57	103.64	87.5	93.17	14	26272	
NM_005174	35.29	92.04	31.75	122.82	147.11	112.07	268.9	151.4	154.76	106.52	168.68	141.77	87.83	74.28	153.3	61.95	55.1	95.53	63.23	72.8	96.13	42.27	51.51	104.7	89.56	167.61	162.59	47.54	90.88	56.12	55.96	57.49	14	26272	
NM_004371	87.33	163.36	99.77	115.74	116.56	115.85	51.82	127.28	130.44	107.87	121.34	130.44	128.42	148.86	161.7	103.88	101.84	261.22	296.26	140.33	305.99	46.61	54.93	98.34	90.14	178.88	138.29	58.35	82.68	78.4	60.78	88.28	14	26272	
NM_001694	23.54	49.38	37.6	47.03	80.96	70.1	132.79	91.2	102.2	80.79	105.17	103.33	148.38	65.11	63.95	89.09	65.07	115.65	91.32	73.03	91.74	31.46	56.51	92.53	90.95	151.53	132.48	35.0	59.67	48.66	47.33	80.91	14	26272	
NM_004788	91.26	97.62	109.92	172.83	168.01	131.74	219.71	145.58	168.31	123.8	128.2	138.37	88.92	93.24	150.3	74.05	65.75	206.21	78.67	139.32	105.39	37.59	59.43	108.3	98.8	196.34	189.59	83.98	76.92	78.48	81.79	78.27	14	26272	
NM_006930	49.28	146.6	43.62	156.7	142.73	75.27	137.11	108.6	104.05	102.6	135.19	131.8	123.36	74.88	155.84	91.07	95.25	134.96	99.58	160.8	97.0	53.87	61.22	106.4	89.41	276.6	220.42	53.72	86.84	53.45	57.19	51.1	14	26272	
NM_003374	47.99	125.94	65.34	117.7	135.1	100.11	131.98	122.05	151.59	75.4	107.94	66.17	67.57	71.05	104.72	160.99	76.61	131.25	51.5	67.12	106.01	39.72	43.41	79.8	75.75	170.49	136.29	36.35	65.39	42.29	40.82	50.98	14	26272	
NM_002414	69.53	107.79	101.06	142.17	155.21	188.18	231.42	200.57	141.81	97.3	127.32	123.86	116.05	109.61	48.07	144.72	101.23	149.89	133.43	67.44	178.56	14.86	15.37	24.12	25.56	51.25	53.51	88.24	86.83	126.01	71.16	101.6	14	26272	
NM_004046	25.3	86.49	24.53	81.71	126.87	112.19	215.84	130.65	159.06	106.75	152.96	118.44	117.18	58.06	143.39	35.57	48.71	84.35	45.33	96.79	91.84	43.79	56.61	92.91	90.05	146.67	179.73	37.77	96.33	53.51	51.93	61.17	14	26272	
NM_013387	45.12	75.15	55.69	106.89	77.63	65.17	100.27	67.09	79.83	80.87	98.01	139.08	127.91	76.93	63.03	105.66	57.77	62.16	65.84	108.18	91.49	36.35	49.66	100.51	93.11	127.8	145.29	71.34	73.36	86.38	70.67	80.67	14	26272	
NM_018209	67.0	104.55	71.72	115.89	123.88	103.29	119.91	126.03	147.65	110.45	146.49	130.85	47.1	81.05	78.04	83.42	85.51	122.06	90.35	156.57	100.45	32.15	52.98	78.32	63.86	139.8	135.41	58.89	67.86	70.04	58.02	74.37	14	26272	
NM_003535	134.4	156.88	127.82	157.53	90.3	40.33	105.13	99.7	111.75	115.38	167.15	83.61	59.43	84.11	97.0	131.42	76.05	118.47	231.28	78.16	97.32	126.88	116.23	142.58	185.63	375.35	331.08	46.53	93.89	44.55	47.38	67.4	14	26272	
NM_000521	45.31	64.83	58.73	69.02	88.17	61.03	94.48	75.64	96.35	46.38	105.17	55.93	57.93	113.75	71.01	116.15	126.52	198.76	64.9	163.5	83.26	19.78	19.25	35.62	37.05	103.07	95.34	42.35	44.6	40.15	42.99	82.52	14	26272	
NM_005003	24.35	30.76	26.26	35.6	115.8	82.66	121.74	91.6	115.43	85.38	91.01	144.31	118.98	50.47	44.24	92.65	60.61	117.02	70.02	104.23	67.79	34.67	55.52	109.28	101.8	235.94	174.1	72.63	82.37	86.52	77.09	66.72	14	26272	
NM_015646	211.24	186.13	221.22	249.38	92.98	78.01	137.09	120.92	105.42	129.41	131.69	122.48	44.33	102.87	93.67	55.37	83.31	104.23	138.8	76.74	127.92	65.67	110.81	155.33	131.84	235.63	242.54	109.7	86.46	103.56	75.68	68.79	14	26272	
NM_002085	33.55	99.22	25.19	98.31	180.75	181.5	192.39	119.52	144.44	258.73	236.37	95.53	139.95	81.77	98.49	135.57	79.58	98.68	36.1	267.93	197.44	39.76	50.4	94.88	91.9	160.71	213.7	46.33	165.21	78.11	87.51	75.73	14	26272	
NM_002494	51.35	106.12	65.54	177.62	222.56	125.96	153.17	140.5	149.49	151.94	172.28	194.07	86.6	141.91	58.83	106.98	59.27	69.81	103.92	101.25	78.85	63.38	69.75	125.03	113.64	169.09	189.06	127.44	127.99	129.72	112.49	83.72	14	26272	
NM_005801	108.86	231.61	153.38	340.83	98.45	97.49	88.48	89.03	109.42	101.82	129.44	125.51	67.67	85.9	98.57	55.6	56.32	103.83	151.47	76.05	148.28	83.73	77.54	129.27	142.69	157.63	211.66	74.46	57.8	56.76	70.25	70.27	14	26272	
NM_001001	79.33	176.69	82.56	233.5	95.53	70.62	126.73	121.42	125.06	90.97	143.7	95.72	176.71	74.77	55.15	43.47	64.68	73.85	69.3	90.8	121.52	23.99	31.04	68.82	56.21	374.82	88.41	67.93	94.26	74.5	92.52	59.03	14	26272	
NM_002870	78.77	182.66	91.76	171.3	115.94	67.79	73.47	102.74	102.49	62.14	80.07	131.42	107.51	92.51	100.02	79.15	64.7	78.56	164.15	99.92	53.28	21.57	26.43	43.03	46.67	71.81	80.08	55.1	58.58	65.03	53.39	74.22	14	26272	
NM_005917	57.07	94.91	69.87	154.4	103.38	122.73	111.88	123.75	111.55	139.99	118.51	156.02	131.95	85.64	110.3	132.78	90.6	151.34	115.6	144.06	55.46	48.41	48.91	78.39	82.4	181.55	197.53	101.92	82.28	78.51	91.82	96.33	14	26272	
NM_003299	56.69	116.01	69.55	165.09	111.73	97.84	150.44	143.45	153.25	123.75	178.98	122.76	59.52	95.05	134.36	83.5	82.12	176.77	247.35	117.81	178.75	69.26	94.27	159.1	150.33	203.15	270.45	61.16	82.06	59.44	101.72	78.87	14	26272	
NM_012479	119.87	127.56	149.95	162.87	121.92	89.9	177.89	117.59	112.45	129.63	125.49	106.6	82.46	111.94	90.89	55.32	67.11	165.21	88.77	90.13	101.58	39.88	67.69	91.71	80.19	168.61	155.01	55.48	34.5	50.01	39.7	53.84	14	26272	
NM_006947	68.01	102.67	66.48	114.66	110.99	92.02	127.59	120.3	114.74	198.39	189.48	148.87	107.75	133.47	148.72	86.8	57.82	157.45	87.4	45.79	97.72	60.12	86.3	133.53	137.86	173.17	163.38	50.93	57.76	53.64	75.24	79.11	14	26272	
NM_003337	303.0	46.28	380.94	68.77	124.16	109.57	65.93	95.52	140.33	41.81	53.47	87.29	44.14	90.38	87.5	71.45	65.08	78.26	65.8	44.23	49.37	220.09	230.1	104.92	184.2	74.87	67.35	76.49	38.64	114.85	54.53	42.97	14	26272	
NM_006930	52.02	84.08	67.37	112.36	109.41	71.58	121.73	83.41	116.17	73.22	80.17	119.39	104.18	73.95	122.25	123.55	90.63	131.91	83.49	123.82	77.74	34.95	50.93	95.26	88.66	160.9	147.21	62.45	72.89	68.58	63.39	78.69	14	26272	
NM_003340	79.57	115.19	76.52	102.42	87.83	63.43	100.75	107.1	102.51	87.43	113.13	160.81	144.46	126.17	69.82	70.88	69.09	84.5	117.38	64.98	76.38	61.81	83.94	106.52	103.47	174.02	164.18	94.98	93.43	78.08	98.54	72.96	14	26272	
NM_003761	23.46	42.48	31.91	66.02	91.45	84.76	82.69	93.65	85.01	72.31	80.3	66.76	76.09	62.08	37.51	77.84	70.17	154.81	86.59	62.91	57.29	43.31	76.27	132.29	147.41	152.27	133.41	58.38	67.08	70.81	59.63	91.48	14	26272	
NM_017811	37.69	61.22	42.02	70.27	81.78	71.88	114.02	84.23	83.37	79.78	96.97	53.19	71.57	79.84	66.78	30.75	36.71	90.06	38.16	40.82	72.08	23.65	36.64	55.3	60.09	146.31	75.47	25.15	48.93	41.02	38.72	40.25	15	5011	
NM_018947	37.0	35.08	47.1	51.03	125.16	142.4	99.5	116.68	133.38	126.57	110.0	102.51	16.45	63.95	76.15	37.0	62.0	98.61	48.1	117.61	55.04	32.64	52.92	110.04	92.64	309.47	186.23	50.8	30.79	36.02	45.59	47.92	15	5011	
NM_006559	66.96	100.79	76.49	151.12	128.77	83.18	164.71	120.01	134.98	150.06	124.35	34.48	61.4	66.96	117.0	44.53	43.26	67.78	71.45	53.93	108.21	79.27	104.37	154.46	184.88	254.02	259.02	33.35	44.13	41.07	45.51	42.68	15	5011	
NM_001013	35.72	112.49	35.68	109.16	66.66	58.86	75.11	70.3	74.27	61.07	73.85	49.92	74.66	74.75	144.76	47.61	40.67	30.71	34.96	54.34	68.72	56.27	58.46	97.71	102.03	80.63	127.34	24.13	50.32	48.26	34.42	41.6	15	5011	
NM_002811	67.93	78.11	71.15	76.37	82.77	48.53	78.26	70.15	9.39	69.11	82.96	54.46	79.92	40.76	28.26	45.82	37.94	80.75	66.77	55.41	61.1	45.8	62.05	94.23	80.08	180.19	208.43	33.05	28.17	27.03	32.08	41.65	15	5011	
NM_001696	42.1	50.16	52.12	59.06	42.69	37.23	58.98	48.34	57.56	60.48	75.55	64.0	50.29	69.14	47.05	37.99	41.39	110.32	80.88	43.79	118.55	33.52	31.38	61.05	51.85	192.38	138.82	31.01	23.27	23.77	21.16	46.46	15	5011	
NM_001636	101.56	369.82	154.64	297.3	220.18	242.55	247.24	236.2	239.68	129.85	180.96	80.68	32.87	128.35	75.92	71.1	79.87	35.5	94.54	33.72	117.36	32.99	28.25	36.47	45.35	58.84	82.28	41.43	35.54	38.16	29.97	54.22	15	5011	
NM_003574	33.59	39.72	48.26	61.9	52.66	45.1	67.08	62.36	66.53	46.66	44.54	163.04	51.29	49.47	64.0	82.33	41.24	98.24	54.33	34.83	70.84	37.92	50.66	86.68	90.22	175.44	120.8	40.28	42.34	33.04	41.16	51.42	15	5011	
NM_004161	46.28	95.32	47.02	109.46	107.11	91.51	78.5	105.6	121.96	78.95	118.76	76.41	58.98	67.44	70.36	51.64	50.62	82.8	91.61	42.84	95.62	38.34	49.22	90.02	71.73	150.98	143.14	35.76	39.8	38.8	43.83	37.99	15	5011	
NM_001349	62.11	135.48	88.18	148.37	155.48	109.81	103.96	127.58	140.47	108.05	144.94	88.05	82.65	82.84	55.86	66.17	51.21	132.44	69.86	53.09	60.34	61.8	56.64	112.4	111.85	117.25	105.57	41.69	45.62	46.24	40.7	51.2	15	5011	
NM_005720	130.7	182.41	130.51	149.87	66.4	58.45	46.86	131.18	89.44	50.97	56.54	19.92	18.66	60.27	42.06	34.85	89.12	129.96	105.87	27.28	57.33	22.55	68.28	74.57	56.81	121.81	105.26	30.67	19.22	29.41	17.55	44.07	15	5011	
NM_003254	93.91	321.75	95.3	217.81	74.56	40.93	11.29	82.27	81.18	14.01	63.67	25.7	14.53	202.47	76.9	26.45	372.94	15.65	468.76	20.61	49.71	16.26	13.41	12.86	11.32	7.72	5.71	26.9	38.16	18.99	24.21	187.5	15	5011	
NM_000291	133.92	213.49	223.52	214.55	179.71	215.65	222.78	197.91	259.58	93.88	152.08	91.07	25.43	37.65	29.59	54.57	45.07	156.94	40.9	59.78	124.33	22.76	28.59	44.27	53.91	69.9	67.16	47.44	43.97	39.24	43.76	45.72	15	5011	
NM_003790	25.91	115.7	28.99	87.88	102.84	64.78	49.73	99.63	57.91	135.5	112.62	49.44	29.63	88.29	139.56	77.46	56.13	90.79	89.33	79.08	99.07	51.43	77.27	65.93	67.67	219.77	121.05	102.93	67.25	44.87	84.7	34.3	15	5011	
NM_002128	39.02	35.4	49.61	56.96	89.01	40.83	115.42	82.85	95.13	146.83	140.65	87.27	71.06	43.23	107.63	68.05	62.86	74.77	51.34	64.28	77.55	50.18	78.62	135.69	127.92	252.04	224.19	47.47	73.1	56.48	60.45	42.76	15	5011	
NM_005216	53.24	131.41	47.9	109.63	110.55	111.41	154.84	198.25	179.6	116.73	230.05	35.9	49.59	57.16	91.36	51.67	47.67	113.33	177.03	76.51	219.01	61.29	79.9	122.36	140.26	242.94	232.53	20.64	42.63	33.79	34.26	40.2	15	5011	
NM_006284	49.37	114.68	48.93	89.62	45.23	33.59	56.39	58.3	46.13	79.27	88.86	58.69	33.37	79.84	52.39	37.54	73.13	86.83	76.82	69.55	37.1	20.87	29.92	48.67	38.46	114.74	90.13	35.27	36.35	46.09	30.76	49.46	15	5011	
NM_004539	31.52	41.98	42.06	58.65	71.01	53.4	110.18	58.97	83.28	97.48	143.35	75.66	52.87	72.2	70.11	60.74	40.4	74.56	55.68	62.32	93.57	32.88	32.4	70.41	62.67	97.63	87.1	30.63	28.58	23.95	29.57	45.0	15	5011	
NM_006213	52.29	119.4	77.74	117.09	155.68	134.61	161.45	179.57	205.62	174.37	222.27	69.15	88.68	56.2	70.28	56.99	51.41	89.03	58.64	83.47	94.76	61.39	75.64	134.11	136.56	246.02	243.04	40.05	54.57	58.76	46.42	53.2	15	5011	
NM_006908	62.22	163.56	76.31	172.2	130.32	119.82	147.19	170.62	204.88	182.99	209.79	39.83	22.25	63.51	103.76	33.66	63.86	90.82	82.37	59.75	115.04	54.53	61.79	98.51	89.63	271.28	153.62	21.18	36.52	35.24	33.5	38.54	15	5011	
NM_005381	56.76	83.04	60.21	84.85	165.42	107.87	142.86	160.03	136.46	191.61	201.71	108.79	123.0	89.15	142.68	67.16	35.48	70.53	61.31	72.31	83.73	74.89	109.46	180.79	176.87	339.62	248.05	25.69	41.04	34.72	41.64	47.26	15	5011	
NM_005063	11.38	83.16	16.81	83.82	58.93	54.14	139.93	62.42	111.85	69.25	130.63	47.66	166.13	398.38	121.3	81.76	63.07	675.84	14.01	28.69	96.16	24.78	29.26	48.2	47.5	91.66	145.96	3.19	9.87	16.7	27.85	14.44	15	5011	
NM_005719	73.79	206.76	70.68	225.4	85.45	64.72	142.18	101.35	112.63	132.95	153.52	48.49	45.03	53.17	77.36	30.31	52.38	95.39	83.78	51.72	111.21	52.14	51.54	117.12	94.34	216.49	214.92	28.0	44.15	27.94	30.77	32.87	15	5011	
NM_001689	26.41	58.62	23.53	59.05	105.72	78.71	80.11	87.55	117.7	78.33	96.65	87.16	62.24	45.32	100.75	80.62	38.11	79.3	47.35	77.26	57.18	45.09	57.21	86.42	76.8	140.89	132.0	43.8	57.43	42.33	39.33	41.23	15	5011	
NM_004255	20.24	59.34	32.08	53.15	79.22	76.6	83.51	75.44	80.5	86.78	86.51	69.07	27.05	87.28	63.45	36.61	35.26	101.28	30.82	94.62	45.6	25.32	36.42	54.38	47.85	149.03	115.22	36.17	33.6	39.2	31.92	37.9	15	5011	
NM_006004	40.2	99.53	47.9	146.07	114.26	82.87	157.94	104.78	118.85	120.61	141.87	29.41	62.75	59.4	83.79	51.91	39.08	100.07	77.76	112.81	59.39	63.03	70.41	142.1	117.9	209.18	235.75	45.15	43.54	40.43	34.95	34.39	15	5011	
NM_002787	37.62	52.73	35.87	86.33	75.15	51.4	97.9	76.35	98.27	90.44	102.15	55.98	49.16	29.76	46.02	42.2	40.51	54.47	43.1	51.37	104.63	29.98	42.66	91.34	73.89	178.38	159.47	47.9	76.17	51.59	43.18	45.57	15	5011	
NM_000516	57.01	136.76	54.75	128.53	111.31	130.2	212.8	158.52	153.95	158.92	165.8	94.33	167.43	80.83	158.59	38.16	62.59	137.88	118.06	13.76	203.59	71.94	80.88	112.02	126.02	788.65	272.18	31.3	70.56	69.63	48.76	52.35	15	5011	
NM_003746	44.51	116.61	51.94	117.8	113.05	83.76	136.01	106.07	111.68	114.08	126.83	63.29	78.87	58.77	61.63	32.4	53.87	104.07	57.11	46.9	110.53	40.81	55.58	121.25	85.65	250.04	168.84	25.66	25.63	27.68	29.23	30.1	15	5011	
NM_005731	78.83	133.96	79.22	135.13	62.45	46.6	42.48	85.42	61.02	73.83	74.0	33.04	29.31	50.65	64.9	30.2	46.64	85.9	78.87	39.85	53.73	26.49	42.2	58.3	51.35	105.07	94.46	18.41	23.37	24.77	20.12	29.72	15	5011	
NM_003016	64.47	70.13	56.38	74.37	77.69	69.14	88.0	102.17	108.25	104.51	105.16	60.62	83.99	45.12	68.84	37.77	25.87	67.22	75.12	30.59	56.98	40.03	66.23	119.49	94.53	456.49	174.69	30.5	43.56	37.86	31.51	33.6	15	5011	
NM_002709	45.2	97.27	58.08	152.7	65.5	51.65	118.38	73.35	93.54	66.02	100.21	66.5	60.81	57.73	93.06	43.48	47.67	100.15	131.71	57.09	71.82	27.6	25.88	51.14	52.73	102.5	103.08	35.1	42.22	42.01	46.27	53.98	15	5011	
NM_000404	17.49	24.96	26.97	46.35	75.21	94.56	77.44	73.23	61.56	69.03	39.6	52.24	54.4	100.19	93.45	40.56	54.46	122.74	61.88	71.84	85.27	31.5	57.75	58.56	74.25	174.99	171.22	38.15	35.17	44.78	34.67	43.19	15	5011	
NM_005175	54.76	136.89	71.12	163.31	128.29	105.93	134.63	127.21	124.69	82.04	109.99	113.84	44.76	83.84	87.41	111.09	45.48	79.58	87.3	78.73	129.88	54.45	68.75	115.65	129.62	198.76	187.5	38.94	63.67	40.32	43.81	52.74	15	5011	
NM_004343	69.67	145.52	61.36	175.25	115.49	89.49	72.78	52.02	62.13	125.34	121.97	31.87	154.53	66.17	78.98	58.81	51.34	98.94	15.57	257.16	204.36	71.1	107.26	134.51	139.29	123.97	309.11	33.19	59.4	6.9	66.38	57.06	15	5011	
NM_001344	42.95	82.19	57.0	97.47	97.12	64.14	98.09	96.89	118.19	72.68	82.17	76.47	33.85	60.01	62.58	55.61	60.19	80.16	99.75	59.99	124.29	38.16	51.23	97.36	77.21	190.16	136.8	35.09	45.2	35.97	46.44	45.34	15	5011	
NM_002807	74.48	92.72	74.61	106.97	126.98	78.39	136.18	119.61	109.02	116.84	131.17	72.13	123.77	65.89	73.74	63.69	49.84	94.31	142.88	59.77	106.51	29.97	60.34	118.46	94.71	225.71	174.91	38.5	34.83	33.03	43.69	49.42	15	5011	
NM_002790	46.18	62.04	57.36	79.24	102.37	72.79	113.37	87.71	102.63	85.88	96.26	167.39	46.84	23.44	39.2	57.17	27.36	91.42	54.12	49.3	63.97	22.35	31.17	63.85	55.67	102.63	107.67	46.57	41.26	51.7	39.78	33.53	15	5011	
NM_004637	33.24	67.17	36.39	64.65	51.1	46.53	57.88	56.81	64.85	63.21	82.45	58.21	70.34	36.1	46.22	29.29	35.53	71.46	25.71	39.49	85.32	44.12	54.69	80.6	84.26	149.2	141.09	16.83	48.84	22.4	29.35	29.15	15	5011	
NM_006004	36.05	93.6	57.2	157.45	121.18	100.13	194.37	114.71	139.57	126.54	123.19	35.54	57.53	45.47	102.92	70.51	39.91	104.22	81.05	99.89	72.09	56.29	70.62	133.01	144.76	235.4	243.54	50.17	51.87	42.79	44.17	40.58	15	5011	
NM_006621	25.97	81.58	29.79	89.11	71.27	56.24	102.13	68.64	75.2	77.52	115.41	102.31	26.71	42.84	70.74	50.42	35.25	151.51	65.84	48.2	97.07	31.08	33.78	62.17	57.79	162.14	140.61	45.5	43.51	45.25	43.71	43.96	15	5011	
NM_002795	53.87	97.18	42.1	107.77	73.21	50.95	61.05	63.11	65.91	93.7	118.47	73.2	58.58	46.67	41.12	49.56	39.29	101.72	64.63	62.86	70.72	30.98	44.63	94.48	87.12	269.35	217.83	27.82	43.02	46.42	34.52	40.99	15	5011	
NM_004859	66.88	104.65	78.69	126.23	69.52	69.21	101.16	73.77	94.41	50.48	82.77	35.9	57.63	54.31	57.98	63.14	28.66	68.75	97.75	39.68	90.76	26.05	49.57	87.24	80.74	113.52	128.73	25.19	39.3	27.91	42.09	34.36	15	5011	
NM_002569	21.46	15.87	19.14	18.86	451.46	170.91	124.55	533.35	615.87	102.78	141.13	144.91	20.69	111.39	99.1	46.74	115.13	65.5	91.24	102.77	256.69	49.1	103.11	147.6	144.89	304.72	179.92	88.18	111.8	120.97	101.35	76.66	15	5011	
NM_003750	62.72	142.37	76.99	166.05	81.92	73.99	124.16	84.02	95.77	82.81	100.43	61.4	96.47	114.63	138.78	78.06	43.53	75.38	40.22	40.15	75.88	44.59	69.84	109.06	104.44	157.48	159.25	35.61	48.24	39.54	54.71	40.68	15	5011	
NM_002074	42.66	89.15	54.49	78.49	49.19	46.15	83.87	62.9	82.25	70.14	92.69	37.78	32.55	55.39	67.2	27.78	45.21	102.13	137.33	53.85	109.85	42.51	47.48	81.05	80.81	164.46	161.4	31.33	34.4	31.9	31.63	51.7	15	5011	
NM_000284	41.25	76.12	57.36	89.06	111.98	116.79	105.69	108.09	115.49	61.79	84.12	71.22	70.61	51.05	27.78	58.54	38.18	51.72	41.11	60.04	69.68	35.07	37.94	63.06	69.67	235.11	104.99	33.33	51.72	37.27	48.39	49.82	15	5011	
NM_000175	48.83	112.94	71.82	99.17	126.53	149.81	205.13	125.01	209.33	73.72	112.95	54.51	43.65	88.21	52.44	74.19	66.26	184.54	32.77	186.74	74.36	46.58	46.41	61.89	69.98	178.1	105.7	19.76	32.21	22.89	26.53	49.45	15	5011	
NM_006808	20.61	26.88	20.79	29.51	97.71	86.04	144.78	142.66	194.51	74.44	99.94	89.63	31.12	44.53	48.59	68.64	41.6	69.28	55.41	56.78	134.76	23.88	29.94	63.94	50.59	92.9	71.21	43.72	39.09	45.77	52.04	43.64	15	5011	
NM_002154	56.59	81.38	63.49	89.86	160.68	105.58	174.45	141.58	183.15	116.6	160.72	107.48	287.21	87.59	58.71	92.52	64.0	96.18	57.07	55.67	54.74	33.87	54.9	89.51	75.2	216.51	144.63	33.9	26.09	26.42	29.18	52.53	15	5011	
NM_016479	39.85	73.93	62.36	61.63	41.21	48.76	73.57	57.26	56.23	32.48	47.93	42.25	36.6	73.76	43.15	47.51	73.27	90.11	60.21	49.85	123.1	34.76	35.19	71.29	54.52	158.79	91.5	25.33	32.79	45.84	33.03	50.8	15	5011	
