RefSeq	Patient 1	Patient 2	Patient 3	Patient 4	Patient 5	Patient 6	Patient 7	Patient 8	Patient 9	Patient 10
NM_032126	3.98	1.71	0.94	1.25	2.86	6.57	8.46	3.8	5.14	1.01
NM_006230	4.45	4.19	3.41	2.35	9.42	1.97	6.02	1.86	9.75	1.18
NM_138638	0.19	9.04	0.24	6.13	0.1	3.28	7.45	4.69	5.54	5.59
NM_002124	1.73	3.89	9.6	1.82	0.19	8.52	8.08	0.72	7.57	2.81
NM_003212	7.43	6.33	4.52	1.6	9.51	2.74	7.83	5.33	7.57	7.24
NM_006537	1.69	4.99	9.12	7.92	9.87	9.71	9.7	4.96	3.69	1.3
NM_002715	5.28	8.19	1.34	7.03	3.82	5.8	3.3	5.34	5.73	9.23
NM_015448	0.82	0.31	5.14	0.02	6.51	9.8	3.93	0.19	5.01	5.56
NM_145207	0.52	1.46	3.16	8.88	9.54	4.74	0.38	2.42	9.43	7.98
NM_174933	5.08	1.5	4.11	0.7	3.77	3.56	0.66	1.54	6.42	7.47
NM_003173	3.54	1.26	0.4	0.83	8.44	5.2	1.26	6.04	0	0.1
XM_940318	0.45	0.92	8.84	4.55	3.47	5.28	2.27	9.97	7.34	5.13
NM_015947	0.4	1.15	6.34	4.73	2.99	7.47	7.9	8.34	9.05	2.8
XM_927142	9.24	0.69	8.51	7.83	1.85	6.11	8.16	5.83	8.68	0.63
XM_001128097	1.04	5.07	3.48	1.17	8.53	8.73	5.84	7.15	2.85	9.68
NM_001083111	7.2	9.73	8.75	6.14	1.6	9.29	8.23	8.79	4	8.03
NM_125211	7.04	8.09	6.31	0.68	6.01	3.74	8.97	8.98	0.07	9.6
NM_001827	5.89	2.44	6.13	3.07	9.16	5.99	7.64	7.35	5.62	7.08
NM_001236	3.82	1.72	2.26	7.68	3.91	8.9	6.62	0.81	9.8	9
NM_003713	5.87	8.94	2.12	4.22	1.29	7.26	8.7	5.08	1.41	1.49
XM_940502	1.21	9.84	6.2	0.97	7.26	3.85	0.57	9.11	0.35	4.65
NM_020806	4.21	3.63	5.62	0.41	6.89	2.88	4.47	5.85	5.64	2.93
NM_013401	5.3	4.91	6.05	0.28	6.11	3.3	5.45	7.45	9.96	6.38
NM_018025	0.24	9.35	5.46	3.16	9.31	5	5.88	2.06	3.94	2.27
NM_080544	7.2	6.77	4.67	5	4.39	1.7	5.25	6.79	6.76	9.36
NM_080543	4.32	7.31	0.62	5.08	2.39	0.61	5.34	9.21	4.71	5.55
NM_080542	2.94	9.81	5.1	9.05	1.84	5.16	9.29	5.5	7.11	9.15
NM_080541	7.1	4.3	7.05	8.23	2.78	0.14	7.68	7.82	6.33	1.18
NM_080540	5.93	3.24	8.82	4.58	5.92	2.97	5.06	2.95	8.08	7.08
NM_080539	1.93	7.9	1.41	6.47	0.69	4.8	1.3	9.61	0.1	4.49
NM_080538	2.98	9.12	3.42	0.99	4.32	7.93	6.3	2.97	5.83	0.87
NM_000818	9.91	4.95	9.76	5.83	8.77	9.54	3.52	6.75	3.22	8.1
NM_032361	6.38	2.09	4.83	8.83	0.11	6.76	7.32	1.48	9.84	5.66
NM_173479	3.17	8.16	3.66	7.12	4.42	1.22	3.75	7.65	1.37	6.46
XM_001126428	1.64	8.84	9.36	7.64	8.96	8.06	1.6	7.47	0.79	0.91
NM_001033667	3.81	8.42	9.35	0.43	9.62	9.5	5.15	6.81	7.41	2.9
NM_001081	4.86	3.15	2.78	5.04	4.29	0.93	3.45	2.61	5.06	7.76
NM_130463	6.92	7.03	0.7	4.67	2.78	3.86	4.9	2.82	6.52	0.14
NM_002441	4.63	8.73	4.49	0.45	6.13	9.3	9.09	6.99	2.42	8.46
NM_000655	5.38	4.61	5.94	3.92	3.83	5.67	3.83	5.03	4.49	5.75
NM_007061	2	8.53	4.82	5.38	6.55	7.41	5.57	4.36	2.95	7.61
NM_003995	8.17	9.99	4.89	1.28	4.56	4.5	0.35	3.03	2.43	8.56
NM_152990	5.83	5.54	4.79	8.47	7.3	0.95	6.1	5	1.83	0.88
NM_018182	2.4	9.68	1.16	0.1	9.54	4.89	3.46	2.69	2	0.41
NM_003407	7.41	0.67	3.4	9.1	6.41	0.61	8.5	8.86	1.1	9.19
NM_152744	6.87	0.61	8.27	9.64	5.83	9.68	1.94	2.15	4.68	0.55
NM_006004	9.6	9.4	9.91	6.25	1.14	4.17	1.69	1.49	6	8.44
NM_175741	4.45	8.77	9.72	9.78	2.42	4.35	7.48	7.84	1.17	8.78
NM_015053	2.77	3.05	4.39	2.71	4.99	5.67	9.58	9.5	0.31	7.63
NM_012409	3.43	1.12	2.17	3.93	5.04	3.08	8.31	2.3	5.8	7.44
NM_178532	0.32	7.71	1.83	3.99	3.71	1.61	6.17	2.93	2.58	0.27
NM_006946	3.98	2.89	0.6	3.68	2.26	9.52	0.16	8.61	0.66	2.29
NM_001080457	7.64	4.75	7.79	4.34	1.93	5.96	2.78	8.15	1.44	0.36
NM_173826	5.62	2.62	7.89	4.28	9.82	4.92	1.62	0.38	2.54	6.65
NM_017863	4.21	2.25	6.06	6.83	1.56	4.52	6.04	0.67	4.59	4.56
NM_012364	4.84	1.52	2.46	9.34	6.32	7.66	8.03	4.94	8.2	9.72
NM_014265	9.94	9.93	8.51	9.36	2.21	5.53	6.96	9.59	7.25	2.2
NM_005027	7.15	2.06	1.16	5.88	3.4	9.68	5.33	6.18	1.71	3.7
NM_019079	1.94	5.82	9.51	7.58	9.1	7.79	5.71	2.76	4.53	0.9
NM_013296	5.87	3.17	7.33	3.94	8.13	8.5	2.02	2.54	5.33	9.28
NM_005635	9.08	9.96	2.57	2.35	4.09	4.48	6.63	5.79	1.8	8.19
NM_033641	4.92	4.94	2.93	8.56	3.42	5.72	2.01	5.72	0.36	1.77
NM_002624	5.78	8.11	7.09	9.76	6.9	8.05	5.54	9.29	8.55	7.38
NM_145798	5.47	2.05	7.4	1.18	4.2	1.24	3.96	7.27	1.64	3.85
NM_001005735	8.09	3.1	6.59	5.68	7.85	6.94	5.76	3.38	1.73	8.23
NM_012309	7.42	6.95	6.45	7.41	5.86	6.11	7.14	6.76	9.34	8.28
XM_001126298	9.28	0.47	6.75	1.61	3.83	0.74	9.11	4.07	9.06	6.75
NM_021002	2.96	6.25	9.38	0.72	2.14	7.87	9.21	5.99	6.79	5.99
NM_152315	4.34	3.98	7.16	2.08	8.65	9.96	2.05	9.58	5.87	8.42
NM_175874	3.91	9.2	1.25	2.06	9.95	0.04	8.2	1.07	1.48	5.22
NM_016478	8.34	0.87	5.32	4.64	5.97	3.54	3.03	1.02	1.28	1.74
NM_031925	6.34	2.51	1.97	7.46	5.19	7.37	7.61	3.93	8.82	6.03
NM_173549	2.09	9.18	6.14	3.34	4.52	4.55	8.55	4.1	3.91	3.78
NM_004128	4.17	6.4	0.11	3.11	3.28	4.49	9.14	6.02	3.11	2.61
NM_005459	8.74	2.19	3.13	7.56	4.73	2.26	1.07	6.63	0.82	6.44
NM_134433	9.5	9.86	9.54	2.44	0.93	5.15	7.05	2.96	5.01	2.96
NM_198576	1.04	7.01	8.38	2.75	9.11	4.17	1.07	8.17	7.8	3.17
NM_181079	8.35	1.59	3.04	3.81	5.87	6.43	2.77	8.11	6.82	4.88
NM_181078	3.94	8.62	9.26	2.22	3.35	9.51	4.52	0.8	6.18	1.74
NM_003409	3.81	0.07	2.77	5.46	4.1	9.85	0.66	7.67	8.1	0.8
NM_173487	1.77	2.71	5.21	7.74	0.91	9.51	1.08	0.41	2.62	2.32
NM_080737	4.27	6.33	1.09	6.21	7.05	1.12	0.7	3.73	8.76	2.01
NM_001004711	7.79	2.96	3.37	9.13	6.36	9.37	0.81	6.29	8.76	3.08
NM_014333	9.41	7.46	3	2.08	2.85	5.47	3.86	8.56	4.06	2.68
NM_019080	9.89	8.95	8.98	0.49	6.88	6.04	2.32	4.11	1.3	8.66
NM_033360	2	5.21	9.42	5.96	7.92	3.89	6.85	6.96	3.36	7.64
NM_001001715	4.26	8.99	5.46	1.42	9.17	3.12	1.89	3.49	2.27	2.4
NM_002124	9.83	8.87	7.49	9.85	9.09	1.57	9.28	3.7	8.55	0.86
NM_019858	9.15	7.26	0.59	1.84	1.33	3.58	2.18	3.14	5.06	1.35
NM_030905	6.2	4.81	4.98	9	8.27	0.91	7.6	6.25	6.8	3.3
NM_000805	5.7	2.04	4.82	3.79	7.21	0.07	1.3	6.24	3.87	0.14
XM_941338	8.24	7.22	3.16	4.2	5.42	8.06	8.81	8.93	6.86	9.54
NM_194251	1.12	9.75	7.91	7.56	1.69	6.64	9.61	1.97	7.16	5.07
NM_018699	1.48	0.15	1.91	3.55	4.11	8.12	6.85	5.52	2.42	7.52
NM_001948	3.7	9.27	0.56	5.38	9.62	9.3	2.77	6.2	8.51	3.39
NM_004319	9.21	2.85	4.51	3.24	9.54	3.58	5.36	5.35	8.9	3.29
NM_020787	8.9	7.1	8.36	0.96	9.98	4.23	3.99	2.28	1.77	5.8
NM_014733	2.98	9.73	7.31	6.99	3.45	0.04	1.88	0.27	7.57	0.14
NM_181483	2.17	9.1	3.89	3.96	1.68	1.44	4.57	1.34	5.69	9.28
NM_181482	3.24	1.08	5.52	3.04	8.62	4.19	6.04	1.86	7.64	4.23
NM_181481	6.9	8.93	8.56	9.05	3.4	0.09	0.08	1.34	9.05	5.36
NM_182976	0.5	9.97	9.21	8.6	7.66	4.98	7.61	2.36	6.97	1.02
NM_182975	9.58	3.59	7.49	0.5	3.82	1.56	3.65	5.79	6.45	0.26
NM_017923	8.98	8.11	4.7	2.39	7.92	4.63	8.63	5.44	2.95	9.14
NM_023931	4.67	6.37	9.32	1.71	0.93	9.47	6.74	8.39	0.09	3.64
XM_001126354	8.33	5.77	0.62	8.06	8.55	3.82	4.72	2.41	7.27	6.7
NM_018310	8.48	7.97	4.24	4.83	8.85	9.79	5.68	8.4	7.96	2.1
NM_025250	5.72	3.39	7.69	4.46	0.04	3.64	7.82	6.56	7.88	6.8
XM_001127578	6.67	7.36	3.67	1.87	4.42	0.26	7.49	0.53	4.1	1.59
NM_022087	2.42	6.59	3.5	7.05	2.2	9.3	0.2	9.2	4.15	3.85
NM_004655	9.53	3.46	0.46	9.92	4.15	3.49	8.48	4.24	5.99	7.6
NM_031895	8.44	0.07	8.88	9.61	5.33	9.77	8.57	0.94	6.72	3.9
NM_023939	6.69	2.93	4.59	3.27	9.25	0.42	0.9	2.93	2.91	5.86
NM_139182	7.31	6.42	3.83	9.05	0.51	2.86	9.29	0.52	4.75	0.69
XM_938836	7.85	7.54	1.88	1.68	8.18	5.24	2.43	9.49	0.78	6.59
NM_001005734	6.58	1.87	3.57	3.76	6.13	6.46	3.22	7.04	4.21	4.52
NM_001005733	9.31	1.62	3.25	5.01	8.43	6.75	6.14	7.48	8.11	8.33
NM_001005732	2.11	6.52	7.35	3.11	7.35	8.36	4.32	2.98	3.05	8.99
NM_133436	6.41	0.75	1.06	3.6	5.21	8.03	2.5	0.74	2.76	5.37
NM_173567	8.47	8.89	3.84	6.86	9.76	0.33	8.32	0.62	3.17	9.68
NM_001673	8.31	1.33	2.32	2.11	5.62	9.27	1.92	9.23	9.85	2.29
NM_181485	2.11	2.79	5.88	7.39	2.43	8.1	3.8	6.98	6.63	5.52
NM_181484	6.7	6.11	7	1.05	5.18	8.39	7.14	9.55	0.03	9.21
NM_005853	9.43	1.08	0.24	9.67	7.31	5.91	1.53	1.2	7.01	7.35
NM_198275	3.59	2.94	7.79	0.94	6.54	6.22	0.65	2.5	9.05	3.04
NM_133468	0.4	5.37	7.56	6.43	4.8	7.69	9.91	5.75	8.54	2.6
NM_032429	8.64	3.93	4.74	2.91	6.85	9.48	6.89	6.56	5.91	0.65
NM_003123	2.49	0.04	6.16	1.9	6.52	0.45	4.64	4.78	0.82	8.84
NM_006973	3.38	5.1	4.87	3.42	8.25	7.73	1.79	6.02	6.11	2.74
NM_024119	0.8	3.03	8.63	6.87	8.53	0.92	1.47	7.9	1.6	9.93
XM_933666	5.73	1.12	1.68	4.94	5.14	4.64	0.68	6.64	8.46	3.07
NM_005870	0.28	4.03	3.43	2.48	1.65	7.82	1.87	7.36	5.15	8.1
XM_933663	1.31	3	7.84	5.47	6.19	5.9	9.07	0.26	8.57	0.95
NM_001001521	5.31	4.71	9.17	5.44	8.96	6.2	4.33	2.43	4.91	3.33
XM_933659	9.26	2.15	8.12	4.87	9.58	2.46	0.5	2.8	8.1	7.24
XM_933657	5.98	9.37	7.16	7.18	7.12	5.37	5.81	8.65	8.66	4.59
XM_933655	3.64	0.48	9.8	3.5	7.51	0.03	9.05	4.84	2.18	0.03
NM_022758	7.74	0.12	2.36	9.7	8.43	2.25	6.17	1.2	6.06	9.34
NM_001536	1.7	2.76	4.85	1.64	7.16	9.01	3.63	5.21	6.54	1.39
NM_058004	0.31	7.85	3.46	5.37	1.92	0.29	6.54	5.37	6.28	1.62
NM_003954	0.16	6.71	5.86	6.76	0.62	1.54	6.38	0.4	0.21	3.19
NM_080819	1.23	6.21	5.31	1.56	1.31	2.5	2.11	9.45	2.53	8.99
NM_198393	8.75	7.92	2.34	4.98	7.25	0.06	5.11	6.3	3	5.52
NM_001076674	6.85	9.64	0.45	0.02	9.87	1.96	7.27	3.33	3.12	9.05
NM_005176	8.54	2.63	9.14	0.6	1.82	5.36	1.4	9.97	7.28	9.68
NM_023078	6.61	5.46	4.22	6.66	5.43	5.29	7.54	5.79	3.78	2.11
NM_001039178	3.43	1.51	4.02	3.78	6	8.42	0.49	0.38	7.33	3.56
NM_006581	7.86	4.25	2.39	5.62	0.25	2.12	7.54	7.45	5.39	8.01
NM_024613	8.71	1.98	1.57	9.77	2.77	3.65	1.85	8.78	6.83	1.1
NM_016408	9.83	2.26	5.08	7.38	1.21	6.44	2.99	1.12	0.08	8.94
NM_001042537	6.32	3.14	6.23	2.47	0.01	2.45	5.86	8.07	8.56	7.68
NM_153716	7.02	3.31	3.89	1.88	8.39	2.92	3.77	8.01	6.68	3.38
NM_005581	1.94	5.05	0.97	4.78	3.64	4.54	6.79	8.1	6.71	4.46
NM_018485	3.02	9.24	3.22	3.53	5.18	0.84	3	7.62	8.59	6.9
NM_015150	6.45	4.38	4.13	1.54	5.7	8.83	5.3	9.21	3.69	0.73
NM_147173	5.52	7.99	8.76	5.72	0.18	0.77	7.44	0.6	5.77	7.49
NM_147172	3.43	4.62	0.78	9.96	9.98	8.52	2.91	3.37	7.13	9.5
NM_020897	5.08	8.31	8.87	4.45	2.55	8.31	2.19	5.77	9.6	1.38
NM_019024	8.01	8.03	4.92	7.62	6.7	1.22	2.08	5.38	6.59	6.33
NM_199462	6.81	9.72	5.65	3.38	8.23	6.26	4.7	9.38	3.23	2.24
NM_001017402	5.88	1.34	7.5	1.32	1.08	9.23	3.66	3.67	1.2	1.31
XM_371174	3.74	9.15	6.6	2.57	1.84	5.85	2.76	2.02	5.04	9.4
NM_033109	7.09	3.76	9.08	5.86	9.89	4.08	6.57	6.74	8.38	0.34
NM_020395	7.19	4.34	5.34	6.79	7.26	5.13	2.73	3.93	9.77	2.26
NM_178527	9.05	3.86	5.77	8.01	0.8	2.06	7.09	4.45	9.96	2.73
NM_057749	6.36	5.9	7.2	0.73	9.46	6.54	7.07	9.54	6.48	7.58
NM_207372	3.17	3.71	2.5	3.97	4.38	0.5	8.54	2.58	8.43	6.85
NM_057735	2.69	4.35	5.57	1.51	8.3	2.09	6.14	9.29	2.14	2.77
NM_001001671	4.1	6.02	9.56	0.44	7.89	8.78	3.24	0.74	2.55	6.93
NM_000783	4.87	6.47	7.35	5.61	1.54	9.52	2.17	7.79	4.97	8.24
NM_023077	3	2.19	9.03	6.88	0.22	2.37	2.68	4.66	8.42	4.39
NM_080574	4.26	2.73	5.42	7.19	8.51	0.32	9.62	1.14	2.76	0.12
NM_015720	6.09	2.68	2.66	7.17	2.85	2.02	4.28	7.24	7.5	7.24
NM_145271	1.76	0.11	1.38	1.86	7.47	2.43	7.79	0.96	1.42	9.91
NM_032823	1.11	2.37	5.88	7.22	8.38	2.28	6.89	4.47	5.88	9.17
XM_496399	4.63	5.31	1.79	7.77	4.67	7.38	5.68	7.21	4.78	6.92
NM_173496	8.36	5.57	5.6	8.52	2.9	7.72	5.32	6.75	5.2	2.02
XM_001131770	4.53	3.88	9.9	1	4.38	0.7	7.38	4.85	3.2	2.73
NM_001040664	2.49	9.56	4.18	3.39	4.92	9.5	3.22	4.67	0.16	4.92
NM_021068	7.08	7.55	7.17	8.29	5.68	1.37	7.18	5.53	2.03	3.12
NM_033224	4.36	6.14	4.99	8.38	5.6	7.14	0.37	5.97	3.29	1.67
NM_001106	8.81	2.7	0.41	5.86	4.93	1.94	9.08	2.74	8.72	2.61
NM_005508	4.1	0.85	1.06	0.17	4.07	4.29	0.95	3.54	8.71	6.5
NM_007241	6.3	1.18	5.95	3.16	9.24	1.68	7.16	4.06	0	6.12
NM_021873	1.83	1.95	3.63	9.39	0.11	2.78	2.08	0.36	7.31	9.5
NM_021872	0.55	5.24	5.19	1.71	9.77	3.11	6.25	2.75	2.4	7.23
NM_145352	1.83	9.17	4.71	8.88	9.42	2.45	4.6	4.66	5.77	3.62
NM_145351	5.26	6.56	4.41	9.35	0.09	1.3	4.99	3.73	4.43	9
NM_145350	5.63	3.55	4.06	6.15	2.31	1.42	8.44	8.52	2	8.62
NM_000854	9.84	7.2	9.63	6.5	6.12	3.67	6.68	0.03	2.35	9.95
NM_183361	2.07	6.29	0.06	2.73	8.32	7.56	9.68	3.12	7.66	1.24
NM_183360	1.52	4.89	1.56	7.47	3.39	0.65	2.1	2.18	3.2	9.93
NM_145349	3.58	6.36	6.23	9.07	7.96	9.52	9.44	2.05	7.4	9.35
NM_001007094	9.17	0.04	9.13	8.6	8.21	1.64	6.25	9.86	6.05	1.58
NM_021045	8.71	9.23	6.9	4.26	0.65	5.79	4.83	6.11	2.96	2.19
NM_000478	2.64	0.22	2.01	7.08	8.76	1.58	6.52	6.5	7.35	2.09
NM_001080547	5.52	5.95	6.33	9.33	7.68	8.18	3.32	9.4	2.53	9.16
NM_000286	1.88	2.94	9.4	8.23	5.03	6.29	3.37	8.69	1.39	9.04
NM_006891	5.33	4.56	7.58	8.59	7.06	3.66	2.66	5.79	9.49	4.85
NM_013363	9.62	1.96	5.9	9.77	5.56	6.97	6.56	0.13	5.08	6.09
NM_130785	6.74	9.41	6.75	3.84	6.57	5.81	5.55	6.48	6.35	7.29
NM_022488	8.33	6.76	6.61	5.47	7.28	6.04	5.34	0.44	7.91	9.24
NM_198557	3.87	4.69	1.32	6.96	4.08	7.29	6.17	1.27	7.83	6.21
NM_000212	2.84	2.09	9.41	1	9.43	7.83	9.83	3.72	3.85	4.52
NM_000450	0.09	6.87	7.98	7.33	4.76	8.46	3.13	1.4	9.33	9.15
NM_001035507	4.98	7.06	7.2	4.18	2.46	9.57	3.06	5.74	3.71	5.38
NM_001035506	7.47	7.4	1.2	8.78	4.09	5.21	5.5	0.93	8.63	1.44
NM_001007023	8.45	2.44	3.58	5.85	7.66	6.18	8.45	8.16	4.53	1.17
NM_002774	9.51	0.94	7.1	5.17	6.84	0.27	0.44	0.58	6.91	8.11
NM_194460	9.96	6.96	5.38	2.17	9.01	4.71	8.72	5.6	8.79	6.36
NM_016008	5.53	9.99	0.75	4.14	3.34	7.55	5.63	3.69	6.56	4.29
NM_175613	3.88	7.07	2.09	3.56	2.44	7.41	0.82	6.55	0.2	9.78
NM_175612	8.77	9.67	5.79	8.03	3.94	6.65	7.8	8.34	7.51	8.97
NM_006415	9.63	0.84	1.81	4.3	7.4	1.83	6.58	7.22	5.27	0.79
NM_175607	0.18	8.26	8.04	6.71	1.68	9.1	7.98	0.61	0.2	5.9
NM_001071775	0.61	1.61	9.42	7.42	4.05	9.43	9.87	8.7	4.82	8.47
NM_130784	0.18	6.08	6.99	6.01	7.17	4.95	2.82	9.97	7.67	8.03
NM_000747	2.01	7.43	2.75	5.59	1.1	1.55	2.58	5.27	5.97	9.52
NM_002725	5.87	8.18	3.83	6.77	4.14	0.74	4.86	2.43	9.25	7.47
NM_031468	5.81	9.63	1.05	2.17	9.49	6.37	1.26	8.49	9.67	6.64
NM_014629	1.85	4.64	2.39	2.09	7.22	5.21	9.26	5.3	8.33	9.47
NM_144778	7.94	4.46	3.89	9.5	2.46	8.3	4.54	5.55	6.92	8.71
NM_144985	7.33	4.52	2.61	9.64	2.88	7.02	3.36	0.68	2.86	6.57
NM_000616	5.43	0.99	8.62	1.16	5.18	4.73	8.7	7.35	5.72	8.82
NM_207116	7.11	4.51	3.02	8.1	0.67	9.94	0.79	5.4	2.96	0.29
NM_207111	6.04	3.76	9.51	3.89	3.53	2.81	8.19	6.79	5.83	8.76
NM_003168	8.06	1.21	0.63	8.23	3.93	6.31	5.22	3.85	3.08	0.91
XM_001126093	2.63	0.45	9.36	7.43	8.35	8.13	4.11	4.8	5.49	9.45
NM_001013415	7.91	6.7	8.92	2.12	8.56	9.1	1.56	5.48	7.22	7.81
NM_000056	3.39	5.78	8.2	6.82	0.99	9.98	7.89	9.64	2.57	5.76
NM_173501	2.24	2.42	5.25	7.2	3.91	5.09	0.67	4.93	0.57	5.55
NM_002973	4.66	6.11	5.67	5.95	5.14	4.91	7.1	1.96	3.57	5.09
NM_003861	1.73	2.54	4.81	2.29	8.27	6.01	3.23	0.08	0.49	5
NM_005255	6.12	7.11	6.57	4.16	7.99	2.38	6.84	6.2	8.4	1.76
NM_002767	7.49	8.2	5.07	6.96	4.56	2.74	6.93	5.68	7.42	9.62
NM_001099652	1.82	9.41	2.79	9.62	3.03	4.48	6.36	1.48	9.82	4.16
NM_001040455	1.1	4.17	3.77	8.33	0.45	1.96	9.9	1.93	2.11	7.14
NM_016174	4.97	5.6	6.27	5.74	8.66	7.95	2.43	6.61	6.05	1.06
XM_927511	0.27	1.85	6.37	5.47	0.69	0.66	4.81	9.64	4.35	5.33
NM_015693	0.61	5.11	0.87	3.51	7.29	2.23	0.35	2.52	9.03	5.25
NM_139159	4.93	2.56	1.66	7.9	7.67	2.66	1.15	2.21	4.84	7.42
XM_001130959	5.81	1.84	7.12	9.61	4.02	8.21	0.44	3.33	0.91	9.62
XM_001130950	4.49	2.18	2.96	7.06	9.73	9.65	1.16	9.06	9.23	5.03
NM_021105	3.7	2.23	7.45	5.93	1.61	9.31	8.95	0.55	2.36	6.39
XM_001125849	5.44	2.68	8.93	3.91	1.43	0.04	7.02	0.55	6.18	0.42
NM_152701	4.67	0.44	1	3.78	1.41	8.74	9.14	9.67	9.43	0.93
NM_024574	4.31	3.84	6.87	3.35	5.66	8.74	8.82	9.25	7.18	4.86
NM_002775	5.62	8.76	5.92	9.92	8.6	4.99	9.84	0.52	3.85	8.44
NM_032019	6.68	7.87	3.75	9.37	2.51	0.29	1.72	4.94	5.4	0.45
NM_002103	0.18	2.02	0.7	0.12	9.79	9.47	3.68	1.68	6.43	2.34
NM_139247	1.43	8.38	6.97	2.09	8.09	1.36	1.1	9.02	3.52	5.09
NM_007055	8.53	2.51	6.14	1.46	9.73	5.51	0.98	0.24	3.73	9.92
XM_001129338	8.12	6.48	4.59	9.62	2.26	7.77	8.23	7.23	3.35	1.05
XM_496826	8.76	2.91	9.58	1.72	0.96	8.38	4.47	9.69	6.38	1.66
XM_937207	3.95	3.5	4.76	2.62	4.91	0.24	9.67	7.6	9.45	8.74
NM_005759	5.22	0.99	7.61	7.72	2.93	7.72	9.02	2.64	6.31	1.34
XM_374435	4.8	6.67	9.09	5.62	4.49	1.19	2.65	6.48	2.21	0.42
NM_014763	2.02	4.71	5.38	0.85	8.84	6.55	4.9	1.45	2.53	9.64
NM_014429	7.85	1.44	6.97	5.15	1.28	5.84	3.13	7.43	1.81	0.79
NM_001076	2.71	3.37	8.01	7.73	3.06	0.29	4.21	1.96	9.42	8.22
NM_016082	5.41	0.49	3.58	7.67	9.83	6.53	2.78	1.08	5.1	5.4
NM_015232	0.1	3.86	2.22	2.34	5.19	0.93	3.79	2.36	2.38	6.34
NM_001025232	7.37	9.48	3.68	3.69	8.2	5.21	1.31	3.92	2.99	3.32
NM_176884	7.14	3.03	8.39	9.96	8.11	2.55	6.01	1.16	5.59	0.41
NM_001042646	6.22	0.97	8.79	6.5	3.18	3.32	0.63	8.56	0.78	8.09
NM_001009	4.86	7.68	8.75	0.65	2.76	7.95	8.24	9.61	0.42	2.94
NM_005561	8.95	2.43	1.18	9.58	1.13	7.03	2.37	2.65	5.41	4.56
NM_004643	7.32	5.14	2.56	4.83	3.63	5.27	0.53	0.49	2.89	5.23
NM_012314	9.82	3.28	5.02	6.38	1.41	5.9	0.68	6.22	6.47	3.99
NM_018067	9.23	4.28	7.56	5.05	1.82	7.69	7.18	2.29	9.76	9.9
NM_015570	7.93	0.25	3.44	8.34	0.92	7.51	0.88	3.01	1.92	0.48
NM_005265	4.75	5.84	6.68	4.28	9.09	8.55	1.83	8.43	1.31	1.41
NM_001004491	5.03	6.12	4.68	4.66	5.84	5.9	7.62	5.61	0.68	9.52
NM_024085	2.42	2.44	6.4	5.4	0.65	7.15	2.04	2.07	1.15	5.51
NM_018405	8.45	8.07	4.13	0.21	0.7	7.86	0.78	8.98	3.67	7.8
NM_032693	0.47	8.8	3.61	8.57	7.27	5.94	4.64	6.16	6.86	9.94
XM_943702	7.1	2.88	7.39	9.18	2.05	5.89	1.18	1.75	0.58	6.44
NM_016355	2.76	1.92	1	3.56	6.35	6.6	9.6	8.24	0.85	2.66
XM_931272	6.09	7.55	9.53	8.49	5.87	0.93	4.48	6.69	0.71	8.38
NM_019897	3.78	0.75	1.14	8.54	4.56	6.19	2.9	6.69	5.98	6.88
NM_001031801	2.94	3.94	1.7	3.68	6.15	6.07	3.29	9.92	7.28	5
XM_001123368	7.53	5.94	6.5	0.58	3.95	2.29	5.59	5.71	4.23	3.47
NM_133447	2.3	3.26	7.28	0	4.29	1.69	3.87	6.93	9.71	6.8
NM_138810	1.05	0.42	6.29	3.3	8.41	3.84	1.51	7.15	0.63	6.04
NM_006751	6.29	8.84	6.08	2.3	4.92	0.67	0.05	5.4	0.61	5.12
XM_001133965	6.26	6.76	2.04	2.62	9.19	1.93	3.55	4.53	9.16	5.54
XM_937938	6.28	1.41	3.9	1.02	1.34	1.56	0.53	9.79	6.95	7.38
NM_001917	1.09	5.51	5.17	7.92	9.41	1.87	2.71	1.88	2.82	5.54
NM_001802	8.27	1.47	7.42	3.47	8.03	8.49	8.44	5.97	1.69	5.18
NM_197954	4.13	2.85	0.87	6.17	2.62	7.4	3.66	7.22	8.75	8.17
NM_197950	3.8	8.87	3.18	5.65	2.47	2.16	6.92	3.85	2.24	3.76
XM_001128038	3.68	1.96	1	1.14	7.87	5.02	1.22	7.06	6.79	0.58
NM_006910	4.23	6.71	3.08	8.51	7.81	8.34	7.45	9.59	1.13	4.5
NM_197949	1.17	8.35	6.86	9.34	0.67	7.37	8.23	7.77	5.24	7.08
NM_197948	0.82	4.99	9.39	1.1	5.97	7.56	7.23	8.22	2.38	0.99
NM_197947	0.44	7.68	1.87	5.01	0.99	1.65	8.08	8.15	1.91	2.6
NM_175878	6.03	6.03	5.61	9.99	3.42	5.31	6.47	7.38	5.65	0.02
NM_182705	9.77	7.42	0.57	0.68	7.1	4.59	9.6	0.87	7.8	5.55
NM_006660	7.76	2.82	4.44	9.84	4.62	6.93	8.62	8.64	4.8	7.83
NM_001440	5.85	9.31	0.63	6.37	4.84	1.21	7.15	3.6	2.12	4.01
NM_032501	9	1.71	8.13	5.74	8.92	2.28	6.78	3.15	7.56	5.45
NM_005113	5.69	3.08	7.88	8.18	5.54	4.43	9.5	1.65	6.72	8.31
NM_005924	0.61	5.16	7.31	0.65	3.92	9.77	8.98	2.03	3.43	5.42
