RefSeq	Patient 1	Patient 2	Patient 3	Patient 4	Patient 5	Patient 6	Patient 7	Patient 8	Patient 9	Patient 10
XM_001134343	7.59	8.68	3.06	9	5.73	6.26	4.74	4.27	5.12	5.14
XM_001134342	9.07	4.28	5.31	0.77	1.43	1.49	1.95	5.51	5.17	9.83
NM_032324	2.85	4.24	2.39	3.45	4.92	8.92	3.49	3.4	2.91	6.47
XM_001131827	2.95	8.41	5.64	2.94	5.63	3.39	2.48	1.8	5.5	0.98
NM_001039896	8.42	2.93	1.63	0.93	9.54	0.66	9.82	0.58	7.75	0.44
NM_024327	4.99	9.06	2.84	5.45	1.85	3.69	5.65	6.7	1.27	6.95
NM_006441	4.58	7.4	7.78	0.08	0.91	2.7	3.88	7.4	4.18	9.29
NM_177422	6.12	5.64	6.11	9.98	6.44	7.54	9.2	9.94	8.92	9.6
NM_004606	5.64	7.16	9.02	7.77	4.75	1.97	7.91	9.92	8.49	5.49
NM_054034	4.06	8.67	1.67	1.57	5.43	8.96	3.15	6.91	1.55	2.46
NM_138702	7.77	2.53	2.2	9.13	5.69	6.05	1.98	6.17	8.08	9.9
NM_012388	9.83	2.13	2.05	0.15	9.11	3.5	0.17	4.37	0.86	0.31
NM_002460	3.65	0.9	9.9	4.93	2.15	7.2	8.31	3.33	5.89	6.43
XM_927631	1.85	6.5	2.07	2.53	6.77	7.89	9.47	0.13	2.62	2.28
NM_022782	1.23	9.59	9.61	8.9	7.68	1.1	2.23	2.85	3.87	9.69
NM_022753	7.12	4.93	0.37	3.14	0.73	8.37	1.58	1.52	3.53	7.89
XM_927605	3.65	8.25	4.78	1.46	1.43	1.49	4.04	8.72	8	3.14
NM_016732	1.25	5.41	1.66	5.13	6.67	7.58	5.22	5.51	6.81	8.51
NM_016308	9.84	0.65	2.66	0.47	1.14	0.02	9.12	3.16	7.33	9.3
NM_152458	9.9	0.01	8.41	4.65	6.12	8.45	1.5	4.44	6.36	4.15
NM_032179	8.58	8.86	4.38	4.33	6.11	9.73	8.05	5.9	6.59	2.7
NM_001005405	5.03	6.56	5.56	6.54	3.8	6.76	1.48	1.47	6.87	0.73
NM_002918	6.48	3.24	0.87	2.89	2.63	2.47	9.83	9	4.04	7.32
NM_025232	0.39	9.59	9.54	7.8	9.61	2.39	9.36	6.68	4.4	2.52
NM_030671	9.3	8.78	3.87	2.49	9.13	8.11	1.41	9.6	1.98	7.5
NM_030670	0.61	4.69	9.85	7.15	0.63	1.67	1.06	5.02	0.1	9.01
NM_001742	2.89	7.29	9.03	3.94	9.83	4.01	3.29	6.02	3.07	4.89
NM_004258	1.28	8.09	8.96	0.72	4.78	6.68	9.11	8	7.94	3.43
NM_019029	4.07	9.95	1.49	3.98	2.04	3.33	2.65	9.05	3.92	9.98
NM_030669	6.05	9.56	8.35	4	6.39	1.5	9.16	5.37	4.54	5.02
NM_030668	2.01	1.59	0.5	2.3	2.57	1.16	2.69	3.84	0.35	2.76
NM_030667	1.66	8.63	4.55	2.98	7.78	9.6	7.39	3.31	9.04	5.12
XM_001127234	5.12	3.84	3.66	4.77	7.82	2.99	1.11	0.88	9.71	4.85
NM_014497	4.87	5.83	2.89	5.75	7.48	0.08	6.18	7.23	3.26	9.23
XM_001134348	4.6	7.04	0.19	5.92	3.41	2.99	9.86	5.11	4.54	6.1
XM_001134347	3.55	6.78	5.29	5.7	7.35	3.65	0.93	1.46	7.46	5.29
NM_001329	9.85	4.89	5.74	1.2	9.33	3.77	1.82	3.93	4.53	6.17
NM_001039781	9.18	4.44	7.97	6	4.32	5.69	3.74	2.51	8.73	5.38
NM_003201	9.67	2.42	1.4	5.67	3.79	1.18	0.13	1.4	6.38	4.89
NM_001650	5.5	2.05	4.76	8.97	4.09	5.74	9.73	3.85	3.01	1.66
NM_014689	3.24	3.11	9.64	7.58	9.75	4.65	6.89	9.42	0.28	7.84
NM_018662	7.44	4.95	3.6	4.81	9.48	7.24	2.11	7.57	4.46	4.79
NM_172213	5.32	4.18	6.81	9.13	3.2	9.24	9.9	8.22	3.87	1.97
NM_020374	6.89	4.01	9.53	2.5	1.91	1.85	5.2	2.75	6.17	4.27
XM_171054	9.29	1.45	5.67	7.34	6.26	5.13	1.58	7.7	7.08	7.07
NM_138447	6.56	3.77	6.43	8.02	0.88	0.35	2.13	1.07	7.74	1.66
NM_024996	4.02	8.94	9.91	5.64	2.63	0.22	6.78	4.28	9.7	2.16
NM_001099737	2.94	9.7	0.44	8.79	7.69	6.62	5.62	6.43	5.08	0.21
NM_001560	7.81	9.18	8.08	3.15	7.55	7.93	7.35	6.59	4.56	0.17
NM_016145	3.86	9.59	2.57	6.11	3.78	0.24	5.91	7.44	7.03	1.47
NM_012217	2.84	9.71	8.85	3.44	3.8	5.06	7.12	0.87	1.44	4.36
NM_175907	6.38	8.04	2.47	7.49	3.66	7.66	5.4	2.49	1.15	2.87
NM_032260	8.89	6.15	8.12	2.66	7.58	7.01	7.39	8.9	3.9	2.2
NM_002588	9.32	2.95	9.72	6.33	6.44	7.53	6.95	9.87	5.49	1.68
NM_003338	6.78	7.63	2	5.29	3.27	0.05	4.76	9.16	5.55	5.4
NM_001322	8.19	4.93	1.99	5.14	6.71	5.12	8.8	8.5	5.88	9.69
NM_182608	9.93	7.64	9.58	3.48	7.07	9.2	8.01	4.89	5.59	0.69
XM_940103	9.67	4.92	1.04	9.23	3.1	4.06	8.05	5.19	8.62	0.29
XM_001128542	9.47	3.02	0.96	5.86	1.49	1.8	7.91	6.51	3.82	3.12
NM_001040059	4	7.59	1.07	7.46	9.11	2.53	0.66	3.94	9.51	0.68
NM_001005328	5.72	4.48	9.39	3.23	9.49	5.56	7.2	0.55	3.17	5.31
NM_004563	1.48	4.61	1.46	8.16	4.05	2.96	0.6	0.34	4.17	5.88
NM_173506	5.66	6.21	5.62	0.45	6.89	2.13	8.05	7.25	8.55	5.8
NM_001472	0.85	8.32	3.05	8.01	7.3	8.55	8.31	1.43	2.88	0.16
NM_182765	6.35	0.44	4.35	3.91	1.54	3.04	6.78	7.58	7.43	5.11
NM_033181	0.26	3.25	5.81	6.37	0.29	5.12	7.91	2.36	3.09	1.89
NM_021622	4.39	5.1	8.34	3.7	4.66	2.19	9.24	2.89	0.34	5.45
NM_025184	6.2	5.33	0.08	5.11	0.87	6.81	8.61	1.51	1.96	1.28
NM_144707	9.44	7.7	3.77	2.37	4.61	0.81	1.65	4.87	1.82	7.28
NM_006806	4.06	7.51	9.74	9.38	8.45	3.38	9.37	4.29	6.72	0.34
NM_024706	1.69	7.38	4.84	4.09	4.96	2.55	8.34	5.36	4.97	2.94
NM_003139	2.68	0.81	3.41	9.95	4.36	5.46	8.55	4.29	2.09	5.12
NM_006977	1.5	2.47	3.34	4.19	7.93	0.61	1.48	1.86	1.18	5.12
NM_006255	7.02	1.56	1.66	3.22	8.15	1.8	8.24	3.58	8.84	4.91
NM_172102	9.57	4.82	2.94	2.45	6.27	7.32	3.75	7.04	8.26	9.4
NM_172101	0.8	3.92	9.01	1.52	4.19	5.74	3.05	9.56	8.26	2.19
NM_021200	3.57	5.33	8.09	1.24	9.03	2.15	0.37	4.65	6.58	6.57
NM_022040	3.59	3.76	2.85	8.09	8.9	7.54	0.53	1.32	7.96	1.56
NM_015949	3.74	3.62	9.45	0.32	1.88	2.36	8.67	5.99	3.34	2.4
NM_024546	1.38	4.51	6.17	4.39	6.59	0.07	7.72	1.23	1.14	6.75
NM_004270	7.45	3.35	5.42	4.2	2.68	7.78	6.44	8.75	4.99	3.03
NM_001313	6.58	3.33	8.3	3.76	5.68	7.42	5.79	6.85	4.79	6.76
NM_021951	7.76	2.55	8.64	1.88	0.25	7.73	3.12	3.72	2.29	9.62
NM_173084	6.34	9.5	3.54	6.86	0.27	4.79	3.83	7.66	8.9	5.22
NM_006244	5.89	6.28	8.02	0.09	2.12	4.95	2.74	6.72	0.27	8.44
NM_032053	4.54	0.18	0.64	7.17	3.52	7.78	7.88	2.88	7.84	5.02
NM_018271	4.53	4.43	5.53	2	6.98	9.91	2.63	6.16	4.78	4.91
NM_002944	5.83	3.91	7.6	3.57	9.18	4.15	0.75	1.61	5.86	9.14
NM_183048	4.21	5.1	1.68	6.4	6.62	1.85	5.93	8.07	6.46	5.31
NM_183047	4	7.45	6.49	7.86	8.47	1.71	0.54	2.67	8.6	8.03
NM_015030	9.83	1.5	8.67	1.03	8.29	6.69	1.41	5.55	5.37	9.81
NM_002048	9.93	9.58	1.06	9.64	6.11	7.4	3.13	8.62	9.63	0.62
NM_005022	5.48	2.06	7.94	6.03	2.52	4.67	1.14	3.02	2.77	3.91
XM_001134367	5.48	7.71	4.29	1.47	5.18	8.82	9.46	2.8	3.92	5.61
NM_002535	0.78	7.91	4.12	7.64	3.41	5.95	1.44	0.06	2.51	0.78
NM_021158	1.83	2.5	2.29	9.94	4.06	7.71	7.92	0.59	0.2	9.02
NM_172099	5.74	0.97	0.1	7.84	5.48	3.94	7.38	5.16	7.01	7.51
XM_001130695	5.17	3	2.46	1.35	8.07	8.14	0.68	2.94	2.85	6.23
NM_152354	8.03	7.83	2.37	5.06	4.93	4.52	6.53	2.1	2.16	0.3
NM_007037	5.18	8.66	3.87	0.22	0.09	4.75	9.03	0.03	8.83	4.78
XM_001125908	9.23	0.52	2.2	0.73	6.51	1.52	0.05	7.23	9.57	6.56
NM_206827	9.72	5.21	7.22	9.15	9.88	7.07	4.87	7.46	7.13	3.23
NM_015426	7.86	9.47	7.28	0.17	4.45	0.21	7.58	4.33	0.92	9.91
NM_006701	0.74	2.98	5.55	4.91	4.44	2.13	1.53	9.09	0.75	1.69
NM_001080420	6.74	6.77	8.88	2.36	8.04	8.87	3.11	1.04	5.97	8.14
NM_015527	7.44	4.29	0.22	2.61	0.72	7.53	1.33	1.37	9.18	9.3
NM_024060	1.54	6.9	4.55	6.43	8.63	7.87	4.58	8.64	9.01	3.88
NM_006065	0.31	2.1	6.96	3.6	7.07	1.01	3.49	5.68	2.55	4.72
NM_015013	1.02	8.05	3.07	0.7	9.63	5.07	1.86	2.69	7.14	0.86
NM_004538	5.27	0.52	4.01	6.75	0.51	0.23	3.26	4.63	2.36	6.28
NM_198212	1.69	6.61	3.14	7.99	3.66	1.09	1.21	6.92	3.69	1.46
NM_002124	8.47	1.4	8.49	4.91	2.31	2.85	8.29	1.44	2.13	3.89
NM_002248	1.85	3.85	2.31	0.51	6.18	7.66	9.05	1.48	7.14	3.04
NM_002113	9.45	9.16	1.77	9.88	3.91	8.82	4.33	0.64	5.98	1.08
NM_014522	4.81	0.9	2.02	1.77	2.58	7.64	2.12	9.1	1.03	9.11
NM_003088	7.74	0.12	0.33	0.59	8.3	2.61	1.79	8.21	7.42	1.49
NM_012294	3.99	9.34	2.42	7.05	7.43	6.61	2.21	3.52	3.82	6.1
NM_153020	9.34	5.33	7.56	3.77	9.56	7.55	4.75	5.27	5.81	4.02
XM_001129637	3.57	4.04	7.93	4.16	7.48	6.76	2.55	9.82	3.28	0.62
NM_174944	8.2	4.45	4.09	3.45	4.05	8.45	8.14	1.59	0.28	1.41
NM_173165	3.34	2.79	4.04	1.63	8.02	9.26	5.29	7.94	4.41	2.06
NM_173164	3.4	5.54	6.6	5.19	5.77	3.45	3.96	5.37	8.64	0.44
NM_173163	8.13	4.03	5.16	3.09	0.15	5.85	1.27	0.22	9.91	2.03
NM_001023587	8.82	4.85	1.99	7.66	0.55	3.93	6.43	0.95	7.18	5.97
NM_024672	8.88	3.25	0.89	6.66	0.95	2.27	3.42	8.18	2.56	6.05
NM_005159	8.91	1.94	9.27	0.73	3.56	1.8	2.71	0.27	2.41	2.8
NM_012369	0.66	7.36	4.28	7.6	4.6	1.64	4.36	1.55	7.38	4.99
NM_005474	4.62	4.22	0.99	4.5	6.43	6.21	0.8	3.34	9.57	3.55
NM_017697	4.08	4.94	1.74	2.08	1.63	9.94	3.4	3.22	5.26	9.03
NM_015221	8.69	5.19	6.65	2.66	9.53	6.15	0.89	3.65	9.54	5.28
NM_003979	9.8	2.88	4.86	4.72	6.52	0.97	9.83	3.37	8.4	8.34
NM_004076	3.31	5.46	3.94	2.8	8.14	1.46	3.45	0.45	4.83	5.6
NM_001005408	8.41	0.4	3.87	1.8	9.42	3.22	5.76	1.11	6.66	8.52
NM_001002762	7.67	2.35	2.14	4.89	0.97	1.18	7.4	7.7	9.32	8.24
NM_139249	4.05	8.44	9.49	7.72	2.59	3.59	4.98	9.53	5.58	7.28
NM_015203	5.15	7.17	2.75	4.16	7.45	2.09	8.87	2.14	2.63	6.66
NM_021064	5.1	6.64	2.36	7.5	1.7	8.71	8.73	9.07	8.5	7.55
NM_001871	5.59	5.34	4.04	4.15	1.22	1.46	9.56	8.18	4.6	1.16
NM_021052	5.46	9.27	9.71	7.76	4.53	3.11	2.36	7.83	5.18	1.38
NM_006987	6.13	4.69	5.43	8.2	1.32	3.78	0.59	1.75	5.64	8.41
NM_003921	0.86	5.86	8.05	0.9	1.73	1.7	2.82	2.81	6.96	7.44
NM_001033677	7.16	5.87	2.85	5.76	8.19	4.19	3.57	4.75	8.87	2.85
NM_032208	4.6	6.09	3.91	3.11	3.64	6.63	8.88	3.2	7.77	2.3
NM_015163	2.71	9.7	0.35	1.41	7.91	9.35	1.87	4.29	4.1	0.48
XM_001127411	6.61	5.04	4.62	5.63	2.09	3.02	7.9	5.39	4.85	3.93
NM_173807	9.41	6.99	5.94	4.88	6.22	4.27	1	2.3	8.8	1.4
NM_005245	0.45	9.83	0.68	2	6.21	1.96	3.66	2.5	1.52	1.96
NM_020188	0.6	4.38	7.04	2.68	9.52	9.62	0.11	8.91	8.67	0.03
NM_032567	8.75	2.33	3.5	8.64	5.77	1.82	5.75	7.56	4.61	5.43
NM_024704	4.02	3.87	8.61	6.16	3.69	8.73	6.21	2.32	4.79	2.59
NM_003360	8.8	8.83	1.13	6.13	3.57	8.07	8.25	0.5	8.94	1.44
NM_003854	2.09	5.11	7.54	0.28	3.8	1.07	1.04	5.5	9.02	7.48
NM_006372	7.41	9.4	5.21	1.34	9.47	2.18	0.17	7.7	3.44	3.03
NM_001017998	6.93	2.86	6.29	9.22	3.72	3.93	9.52	0.72	8.85	3.46
NM_000016	0.91	9.96	9.53	7.94	4.34	5	7.47	6.45	6.2	3.45
NM_022916	6.29	2.65	6.1	8	0.42	4.45	3.59	5.87	6	9.08
NM_006462	5.83	4.8	5.56	9.95	7.28	5.73	2.24	1	1.27	6.27
XM_937152	1.57	7.32	3.81	5.54	8.95	6.64	1.83	8	3.58	8.44
NM_014337	0.91	6.87	7.09	2.5	6.85	0.67	4.38	9.21	5.57	2.63
NM_020857	9.91	9.74	7.3	2.03	8.91	5.67	5.64	4.21	6.53	5.3
NM_003617	0.26	2.51	0.46	8.19	8.48	2.79	2.71	1.65	3.11	3.73
NM_052898	0.72	9.74	1.95	7.22	3.37	1.63	4.21	2.58	3.97	0.97
NM_001102608	3.22	5.2	1.24	4.83	7.06	7.13	9.09	4.66	1.36	0.9
NM_052879	8.67	2.91	4.34	10	7.9	6.01	8.47	2.76	9.78	2.24
NM_016542	8.38	2.09	4.09	2.11	4.34	2.81	1.61	0.28	3.29	9.21
NM_001001938	7.27	3.64	0.73	2.55	9.65	0.72	4.07	4.19	6.94	8.18
NM_021061	3.82	0.08	7.08	4.16	5.35	8.11	7.34	4.9	2.4	8.91
NM_005922	3.48	8.73	6.45	9.61	6.04	1.52	0.34	9.34	1.79	6.76
NM_013263	2.86	8.99	4.77	6.7	0.87	2.18	3.63	2.37	1.54	9.34
NM_021912	9.28	9.34	6.8	1.92	9.88	1.21	9.7	2.73	7.59	0.29
XM_001132201	9.61	3.42	1.88	7.81	7.36	5.3	0.93	1.1	7.43	5.17
XM_001129732	3.72	4.85	2.81	7.6	2.59	3.88	6.45	5.18	8.5	6.77
NM_000737	6.44	5.22	9.64	7.68	8.06	5.4	3.28	7.47	6.46	3.13
XM_001128605	4.21	9.5	5.79	0.92	1	1.93	9.81	4.29	5.2	7.46
NM_153446	6.42	4.55	3.17	9.01	0.5	3.23	8.32	9.47	2.6	7.25
NM_138437	3.04	0.25	4.27	3.31	0.16	8.42	1.18	2.86	1.31	7.06
NM_003582	3.62	6.49	1.73	5.8	7.21	6.19	0.81	6.59	4	8.87
NM_032838	6.87	4.38	3.85	1.01	6.71	5.19	1.99	1.97	4.12	9.22
NM_018294	3.64	4.63	1.31	6	9.68	8.04	1.29	1.77	9.97	7.09
NM_001012264	2.37	8.82	5.23	4.44	2.99	8.01	6.56	4.15	8.61	4.3
NM_052933	0.89	8.24	2.46	7.16	0.41	3.92	8.19	4.29	8.91	1.81
NM_018428	2.44	3.46	2.44	2.13	3.25	6.12	9.55	2.28	8.92	8.53
NM_003920	4.46	3.93	2.77	4.72	6.79	9.08	7.59	9.65	7.63	1.78
NM_001081551	8.3	7.64	7.68	8.51	9.87	6.1	8.36	1.98	2.35	4.83
NM_152486	9.37	6.31	8.73	1.35	6.97	0.04	9.07	3	7.77	1.99
NM_181339	5.37	3.9	2.3	2.66	1.13	4.08	5.06	6.1	3.83	5.23
NM_006789	4.59	0.29	3.78	6.51	0.29	0.55	1.95	7.85	8.35	3.91
NM_182744	5.2	1.11	4.29	1.3	4.26	5.77	1.31	3.99	9.03	8.26
NM_182568	6.94	1.22	6.11	8.2	0.08	0.72	6.89	4.1	7.41	3.68
NM_006151	5.51	7.16	0.87	9.01	7.14	1.22	6.33	7.06	3.92	6.54
NM_002250	5.11	0.85	1.59	3.33	3.17	1.45	6.94	8.21	5.56	3.56
NM_175859	7.19	3.72	6.57	6.39	8.56	3.51	9.6	5.74	0.52	7.4
NM_003955	6.22	6.9	2.82	6.23	0.51	2.86	0.54	9.64	7.89	7.5
NM_030763	8.34	6.05	2.83	8.16	0.23	8.58	6.03	2.87	6.92	4.46
NM_133328	5.86	6.63	0.91	6.38	6.46	9.52	8.07	8.5	0.3	9.65
NM_201517	4.6	9	6.91	8.34	4.86	5.67	2.15	9.92	1.18	6.72
NM_201516	5.61	9.69	3.56	0.71	9.88	9.3	0.1	7.06	3.86	2.64
NM_030809	9.68	6.71	7.99	0.54	1.81	7.63	5.41	3.4	2.7	8.55
XM_940136	8.09	7.72	3.35	7.95	0.89	7.19	2.5	9.26	2.97	3.48
NM_052891	8.47	8.67	8.33	7.41	0.74	1.48	3.73	9.43	5.4	1.98
NM_006397	8.96	6.05	4.79	2.46	1.68	8.84	5.12	6.13	0.29	8.84
NM_002356	7.7	1.14	5.23	5.76	8.26	2.49	3.42	0.36	0.39	8.64
NM_001079520	2.19	3.52	1.14	5.01	3.33	5.36	0.19	4.6	3.9	8.76
XM_926442	5.39	1.27	4.44	0.15	9.75	4.24	8.39	3.6	6.74	1.97
NM_001505	1.91	0.64	1.02	6.69	9.25	4.42	3.23	4.65	5.59	6.11
NM_003567	8.61	8.07	4.31	4.02	3.84	8.58	8.51	4.07	6.5	6.01
NM_025057	8.44	1.52	8.7	3.46	9.91	2.66	9.57	6.47	8.05	9.03
NM_182523	5.53	7.14	2.75	2.49	6.47	0.61	4.04	1.23	9.6	4.97
NM_032312	5.48	2.45	8.16	5.03	0.55	3.78	0.5	6.03	0.61	5.23
NM_018019	2.08	6.15	0.01	9.46	9.59	0.7	0.87	8.24	8.02	6.12
NM_031497	7.89	5.96	7.98	6.93	9.45	8.62	0.6	5.38	8.21	9.27
NM_001010938	6.37	0.69	0.62	2.2	0.96	7.69	8.69	0.32	9.52	7.03
XM_941752	4.52	9.6	2.45	1.59	2.84	6.82	0.41	0.51	6.94	4.65
NM_001017915	2.35	9.89	0.75	1.65	6.24	7.7	8.19	5.03	5.85	1.05
NM_020713	4.67	8.33	8.3	0.7	0.83	3.79	7.05	2.3	1.87	1.86
NM_182767	3.89	5.92	1.17	2.93	9.82	6.87	9.48	3.51	4.71	6.64
NM_001769	7.72	3.78	3.05	4.31	7.37	1.78	3.26	1.13	9.68	6.28
NM_001522	9.27	8.63	2.08	7.21	1.12	4.35	9	0.16	0.22	5.77
NM_000744	9.09	7.02	5.47	4.23	4.07	2.64	0.79	7.51	3.74	4.91
NM_201436	4.66	5	9.16	2.5	7.45	2.5	0.14	5.23	7.09	9.96
NM_006738	4.78	5.79	2.95	6.22	8.27	5.57	5.34	7.22	4.14	2.31
NM_152577	4.2	7.87	7.06	7.56	7.25	4.09	7.73	5.71	9.31	8.47
NM_003412	1.85	8.72	5.73	8.89	6	6.01	9.74	0.97	7.61	7.36
NM_000735	1	2.69	5.77	2.45	8.78	8.42	5.88	6.86	2.04	9.81
NM_001002295	2.54	3.91	9.89	5.72	7.48	2.67	3.76	8.58	6.23	2.93
NM_032344	7.71	5.35	6.64	5.28	2.46	5.54	7.81	9.47	7.91	7.01
NM_032180	5.6	1.69	2.68	0.8	3.64	4.09	8.03	6.78	3.22	6.53
NM_153346	8.15	3.6	3.45	6.43	7.35	1.96	3.86	5.64	0.09	5.58
NM_006254	7.39	2.06	4.64	5.82	4.27	3.16	3.23	2.87	0.61	5.56
NM_177537	3.69	9.41	6.03	8.75	4.53	1.28	0.53	6.04	6.18	0.01
NM_177535	6.62	2.28	1.78	3.84	8.09	3.44	7.59	5.06	5.49	7.56
XM_942048	6.35	8.11	9.43	8.28	5.95	2	8.35	9	0.89	4.4
NM_005727	1.39	0.55	1.26	4.51	2.78	3.77	3.95	6.4	6.57	8.65
NM_001004	8.81	5.8	2.93	8.85	1.43	8.8	7.78	9.66	9.39	6.32
NM_004748	1.74	9.38	3.86	8.43	5.7	6.25	6.74	2.61	7.64	6.37
XM_933796	3.3	1.2	2.28	1.2	2.04	8.19	7.19	1.05	2.17	4.76
NM_172174	7.42	3.87	7.24	2.88	5.26	7.38	6.29	3.73	5.89	2.33
NM_001042616	0.18	0.9	2.57	1.89	5.61	8.91	6.31	9.07	5.69	5.4
NM_002765	8.83	8.33	5.03	3.69	8.5	8.8	1.23	2.28	1.77	9.73
NM_002764	2.91	6.31	5.4	7.91	5.81	1.16	6.79	9.77	6.5	7.55
NM_000612	2.25	7.05	2.57	1.35	5.2	9.61	7.18	7.31	3.71	1.53
NM_198283	6.72	4.29	3.01	0.62	7.95	7.41	1.83	7.66	9.98	9
NM_145233	9.28	7	6.02	0.11	6.77	8.86	5.48	0.09	6.02	4.58
NM_003506	6.77	6.65	5.02	2.93	8.04	6.43	7.59	7.82	0.65	6.18
NM_014394	9.07	4.18	3.76	2.27	4.19	5.12	0.02	2.7	5.83	0.05
NM_013270	3.95	5.33	4.32	0.81	7.6	2.65	2.54	2.39	7.9	6.45
NM_032753	0.66	2.57	6.19	5.87	7.85	3.3	7.07	1.33	5.36	2.82
XM_290865	6.79	7.96	6.81	6.58	1.56	6.9	3.28	3.82	5.5	6.33
NM_003001	3.22	3.96	6.4	8.02	8.72	7	1.54	2.55	8.12	2.22
NM_004781	9.75	9.59	1.66	0.1	1.93	5.94	7.86	8.84	9.11	7.73
NM_002348	1.45	2.96	5.97	9.08	9.01	9.4	3.42	9.05	2.59	6.29
NM_003889	8	9.75	9.35	4.24	6.99	2.56	6.88	9.76	2.26	4.53
NM_020947	3.95	7.46	8.71	7.66	9.17	0.03	5.59	4.55	8.41	6.2
NM_019078	3.31	1.68	1.7	7.97	5.01	5.42	3.16	0.02	0.2	3.65
NM_153370	9	2.44	5.12	6.7	5.77	0.99	2.76	6.62	4.3	4.34
NM_024941	6.48	1.38	8.61	3.37	6.65	2.69	9.35	3.13	4.64	9.13
NM_080834	1.02	7.03	8.34	3.25	7.47	0.95	0.98	9.49	8.1	0.66
NM_000261	4.6	4.13	7.8	7.5	9.4	5.08	0.79	3.4	7.51	0.88
NM_014703	4.63	4.98	2.06	9.8	4	4.66	3.21	8.77	4.73	4.71
NM_001689	8.41	9.09	2.98	9.07	1.74	4.11	4.21	2.36	8.71	6.23
NM_052872	8.29	3.55	3.84	6.25	3.93	6.36	1.32	9.44	3.69	0.88
NM_182627	1.25	7.26	3.85	3.64	2.09	8.1	0.81	3.83	0.22	2.27
NM_005465	4.76	7.2	2.41	7.36	7.69	6.12	2.55	1.37	9.61	0.63
NM_001695	9.68	4.1	5.1	0.76	6.72	0.13	5.28	5.84	0.27	9.53
NM_000170	0.06	3.05	6.77	2.5	3.52	6.9	8.59	3.49	9.61	8.59
NM_002542	6.5	6.58	6.27	5.79	3.38	2.36	9.29	3.97	7.24	7.01
NM_145053	2.98	5.3	7.38	1.96	8.75	8.32	2.46	6.89	2.44	4.29
NM_032646	7.48	6.92	4.01	5.38	8.79	4.28	4.88	7.22	5.5	0.92
NM_177939	6.68	7.48	8.83	7.68	8.99	1.27	5.61	3.04	2.93	2.41
NM_177938	1.8	3.63	2.41	5.65	7.26	7.11	3.69	9.17	4.21	4.02
NM_080598	0.39	3.23	9.41	3.29	4.6	5.45	1.67	6.99	2	8.47
NM_032444	8.93	4.52	1.41	9.02	4.19	0.88	2.79	0.35	6.64	3.94
NM_020211	8.53	7.91	5.43	6.27	5.21	4.53	5.51	6.84	4.19	3.02
XM_938891	9.67	0.24	5.43	3.4	1.37	4.3	7.15	7.07	8.02	3.05
NM_001215	5.71	1.17	6.43	1.96	2.22	7.32	0.38	8.17	7.3	0.12
NM_001003891	7.6	2.09	9.19	8.54	9.4	9.64	5.53	9.53	0.01	3.07
NM_032926	3.62	5.57	9.74	4.21	8.97	6.95	9.69	9.46	5.92	9.5
NM_002794	6.37	3.74	2.62	7.82	0.08	0.62	7.45	9.5	2.66	2.94
NM_080591	4.39	0.05	6	5.12	0.96	6.54	8.81	3.36	5.51	9.41
XM_031553	6.85	9.53	6.14	2.24	7.69	3.95	1.23	2.01	4.04	1.72
NM_001006632	6.11	3.33	4.27	7.92	2	6.56	5.31	8.34	1.77	0.66
NM_001006631	5.84	3.01	1.96	4.2	9.97	5.95	2.23	2.41	8.1	5.7
NM_001006630	4.84	9.28	5.49	6.48	4.67	6.51	8.11	1.77	6.3	6.25
NM_001006629	0.06	0.79	2.99	5.57	1.18	6.58	0.9	2.89	0.18	6.86
NM_001006628	9.15	4.69	3.66	2.17	4.98	1.36	5.39	2.43	8.3	9.35
NM_001006627	3.84	1.73	0.61	3.18	0.44	7.5	0.86	8.39	0.59	0.6
NM_001006626	6.54	2.16	1.6	8.95	7.83	9.28	0.25	6.02	4.82	5.99
NM_001002913	0.17	1.72	2	5.43	2.45	2.31	6.37	1.92	6.41	0.02
NM_182607	8.44	5.86	8.41	0.67	9.84	2.58	1.66	1.8	8.11	1.47
NM_033512	1.17	7.14	3.66	8.75	1.83	3.93	3.46	4.79	9.55	0.71
NM_015605	8.59	0.81	4.98	4.5	4.18	6.43	0.57	4.28	5.12	6.24
NM_001980	6.72	9.4	2.25	6.92	3.77	8.94	2.98	1.24	1.8	2.35
NM_015953	2.42	4.4	7.51	2.39	3.92	2.03	4.27	8.62	9.77	2.98
NM_000198	3.35	8.01	7.38	1.85	1.87	2.54	3.13	5.65	4.72	6.88
NM_024532	6.4	3.5	7.35	7.68	0.49	9.08	8.26	7.08	2.07	1.89
NM_015263	2.48	7.45	4.28	4.89	7.44	8.93	2.86	2.11	9.38	1.57
NM_001105	9.85	4.59	3.65	7.64	5.25	4.91	2.42	9.62	1.97	3.89
NM_003122	9.38	8.8	4.73	9.65	9.24	7.39	0.72	3.97	4.51	6.18
NM_032407	9.96	4.37	8.29	0.27	6.23	3.22	7.73	9.33	4.88	2.49
NM_015994	6.53	2.07	2.49	5.32	4.24	6.18	8.03	2.66	4.9	6.3
NM_176875	1.18	2.42	7.14	5.3	6.5	4.51	4.41	3.14	8.72	0.2
NM_145027	0.35	7.61	7.7	3.55	0.83	8.66	9.4	6.32	6.88	0.96
NM_019619	5.46	6.59	3.9	4.34	8.43	7.06	0.82	3.01	1.55	0.24
