Gene Name	Common	Genbank	Description
177355	DDX59	BC041801.1	
231699	MAN1A2	NM_006699.3	mannosidase, alpha, class 1A, member 2
139117	LOC440582	AK092606.1	
161352	DUSP3	NM_004090.2	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)
236245	null		
147290	MET	NM_000245.2	met proto-oncogene (hepatocyte growth factor receptor)
132929	CAPN1	NM_005186.2	calpain 1, (mu/I) large subunit
124726	null	NM_007194.2	CHK2 checkpoint homolog (S. pombe)
132171	LOC339803	AX883311.1_CDS_1	
162119	G0S2	NM_015714.2	putative lymphocyte G0/G1 switch gene
233535	LOC286073|C8orf73	BC029031.1	
165838	TFCP2	NM_005653.3	transcription factor CP2
182938	C6orf85	NM_021945.4	chromosome 6 open reading frame 85
207012	SCAMP2	NM_005697.3	secretory carrier membrane protein 2
146400	ENTPD5	NM_001249.1	ectonucleoside triphosphate diphosphohydrolase 5
696183	null		
109051	HGD	NM_000187.1	homogentisate 1,2-dioxygenase (homogentisate oxidase)
101912	SERPINA10	NM_016186.1	serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10
149052	LIN28B		
184519	ZNF38	NM_145914.2	zinc finger protein 38
149780	DUS1L	NM_022156.3	PP3111 protein
180215	RAE1	NM_003610.2	RAE1 RNA export 1 homolog (S. pombe)
173095	C20orf172	NM_024918.2	chromosome 20 open reading frame 172
234830	KRTAP5-3	AY597812.1	hypothetical gene supported by AY129010
140957	LOC257407	AB051514.1	
175806	ARHGEF16	NM_014448.2	Rho guanine exchange factor (GEF) 16
221608	NUP107	NM_020401.1	nucleoporin 107kDa
137081	BTN3A2	NM_007047.2	butyrophilin, subfamily 3, member A2
126268	KIAA1731	AK057804.1	
234802	null	NM_152263.1	tropomyosin 3
134223	GPRC5C	NM_022036.2	G protein-coupled receptor, family C, group 5, member C
177518	FAM89A	NM_198552.1	hypothetical gene supported by BC009447
148146	FLJ20186	NM_017702.2	hypothetical protein FLJ20186
146973	C20orf35	NM_018478.1	chromosome 20 open reading frame 35
206867	SORBS1	NM_006434.1	sorbin and SH3 domain containing 1
208713	ELOF1	NM_032377.2	hypothetical protein MGC4549
118398	WASF1	NM_003931.1	WAS protein family, member 1
131879	SRFBP1	BC031222.1	hypothetical protein FLJ25286
196037	ACF	NM_138932.1	apobec-1 complementation factor
111239	TES	NM_015641.2	testis derived transcript (3 LIM domains)
202522	HOOK1	NM_015888.3	hook homolog 1 (Drosophila)
202838	ZNF32	NM_006973.1	zinc finger protein 32 (KOX 30)
131518	THSD1P		
133759	GSTM2	NM_000848.2	glutathione S-transferase M2 (muscle);glutathione S-transferase M1
178330	FOXA1	NM_004496.2	forkhead box A1
103441	C6orf64	NM_018322.1	chromosome 6 open reading frame 64
208763	NUP85	NM_024844.2	pericentrin 1
168584	RFFL	NM_133629.1	RAD51-like 3 (S. cerevisiae)
192749	COIL	NM_004645.1	coilin
150673	HARS2	NM_080820.3	histidyl-tRNA synthetase 2
232389	null		
144001	BAX	NM_138765.2	BCL2-associated X protein
157942	C11orf17|NUAK2	NM_020642.2	chromosome 11 open reading frame 17
147448	CEBPA	NM_004364.2	CCAAT/enhancer binding protein (C/EBP), alpha
195281	FLJ13611	NM_024941.1	hypothetical protein FLJ13611
147339	SHQ1	NM_018130.1	hypothetical protein FLJ10539
192269	VPS72	NM_005997.1	transcription factor-like 1
150371	FLJ21865	NM_022759.1	endo-beta-N-acetylglucosaminidase
139471	VPS24	NM_016079.1	vacuolar protein sorting 24 (yeast)
127423	DOCK7	NM_033407.1	dedicator of cytokinesis 7
217273	ZNF218	NM_173485.2	chromosome 20 open reading frame 17
140649	GAA	NM_000152.2	glucosidase, alpha; acid (Pompe disease, glycogen storage disease type II)
184797	null		
227836	CNOT7	NM_054026.1	CCR4-NOT transcription complex, subunit 7
213394	null		
182343	HMGB3	NM_005342.1	high-mobility group box 3
128717	MTPN	NM_145808.1	myotrophin
114784	COL5A2	NM_000393.2	collagen, type V, alpha 2
121040	MEIS1	NM_002398.2	Meis1, myeloid ecotropic viral integration site 1 homolog (mouse)
231780	FAM105B	AK095615.1	
117084	ACTR3B	AB039791.1	
199914	null		
137968	OCRL	NM_001587.3	oculocerebrorenal syndrome of Lowe
164449	KIAA1279	NM_015634.1	KIAA1279
205338	FLJ16360	AC004076.1_CDS_1	
101498	FABP5L3|LOC402628		
131928	MLL4	NM_014727.1	myeloid/lymphoid or mixed-lineage leukemia 4
177588	NR2C1	NM_003297.1	nuclear receptor subfamily 2, group C, member 1
169212	NLK	NM_016231.2	nemo like kinase
166535	HSF2	NM_004506.2	heat shock transcription factor 2
235718	LOC400708		
152509	TMEM37	BC046362.1	voltage-dependent calcium channel gamma subunit-like protein
117425	LYZ|LILRB1	NM_006669.2	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1
107385	SLC31A1	NM_001859.2	solute carrier family 31 (copper transporters), member 1
221421	ATXN7L4|ATXN7L1	NM_152749.2	hypothetical protein MGC33190
236473	null		
137980	SAE1	NM_005500.1	SUMO-1 activating enzyme subunit 1
625855	KRTAP19-5	NM_181611.1	keratin associated protein 19-5
137435	MRPS10	NM_018141.2	mitochondrial ribosomal protein S10
225456	METT10D	NM_024086.2	hypothetical protein MGC3329
139859	LOC339448	NM_207356.1	hypothetical protein LOC339448
163754	CAMSAP1L1	BC011385.1	
146761	MGC14376	NM_032895.1	hypothetical protein MGC14376
120135	PTPRH	NM_002842.1	protein tyrosine phosphatase, receptor type, H
105868	TOMM34	NM_006809.4	translocase of outer mitochondrial membrane 34
165502	TMCO4	NM_181719.2	hypothetical protein LOC255104
112997	CDKN2C	NM_001262.2	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)
171488	ODF2	NM_002540.3	outer dense fiber of sperm tails 2
130710	SLC25A29	NM_152333.1	solute carrier family 25, member 29
153297	FCER1G	NM_004106.1	Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide
145871	CCND3	NM_001760.2	cyclin D3
234207	null		
188391	C9orf112	NM_138778.1	chromosome 9 open reading frame 112
168609	null		
205035	STIM2	NM_020860.1	stromal interaction molecule 2
123014	IMMP2L	NM_032549.1	IMP2 inner mitochondrial membrane protease-like (S. cerevisiae)
110889	PACSIN3	NM_016223.3	protein kinase C and casein kinase substrate in neurons 3
176191	PRAP1	NM_145202.3	proline-rich acidic protein 1
186327	null		
211852	CPS1	NM_001875.2	carbamoyl-phosphate synthetase 1, mitochondrial
209499	POLM	NM_013284.1	polymerase (DNA directed), mu
124033	NT5C2	NM_012229.2	5'-nucleotidase, cytosolic II
227740	CLTCL1	NM_007098.1	clathrin, heavy polypeptide-like 1
113302	PCTK1	NM_033019.1	PCTAIRE protein kinase 1
Manufacturing_Test_Control_10			
160343	RNF128	NM_024539.3	ring finger protein 128
148650	PLOD1	NM_000302.2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase (lysine hydroxylase, Ehlers-Danlos syndrome type VI)
200917	ORC3L	NM_181837.1	origin recognition complex, subunit 3-like (yeast)
216266	ELMOD2	NM_153702.1	hypothetical protein MGC10084
137164	IBRDC3	NM_153341.1	IBR domain containing 3
136273	FLJ20516	NM_017858.1	timeless-interacting protein
117730	SBF2	NM_030962.1	Charcot-Marie-Tooth neuropathy 4B2 (autosomal recessive, with myelin outfolding)
171687	NUP35	NM_138285.2	mitotic phosphoprotein 44
660069	null	BC007204.1	
213781	SDF4	NM_016176.2	calcium binding protein Cab45 precursor
124647	FLJ38451	NM_175872.3	FLJ38451 protein
187253	ITIH2	NM_002216.1	inter-alpha (globulin) inhibitor H2
102491	null	NM_014854.1	solute carrier family 35, member E2
544202	null		
181510	YTHDC2	NM_022828.2	YTH domain containing 2
170951	SMOX	NM_019025.2	spermine oxidase
132559	DAPK1	NM_004938.1	death-associated protein kinase 1
206371	MPZL1	BC019890.1	
194097	CG018	NM_052818.1	hypothetical gene CG018
212936	SIRT3	NM_012239.3	sirtuin (silent mating type information regulation 2 homolog) 3 (S. cerevisiae)
134602	LRG1	NM_052972.1	leucine-rich alpha-2-glycoprotein 1
103554	CLDN12	NM_012129.2	claudin 12
120553	GPR172A	NM_024531.3	putative G-protein coupled receptor GPCR41
126994	CAP2	NM_006366.2	CAP, adenylate cyclase-associated protein, 2 (yeast)
134475	USP31	AB033029.1	ubiquitin specific protease 31
197830	WDR48	NM_020839.2	WD repeat endosomal protein
143920	IPO8	NM_006390.1	importin 8
152193	LIPC	NM_000236.1	lipase, hepatic
211950	SALL1	NM_002968.1	sal-like 1 (Drosophila)
125202	APITD1	NM_001302.2	cortistatin
109245	RP11-502H18.1	AF287356.1	
228317	null		
115763	OSBPL11	NM_022776.3	oxysterol binding protein-like 11
228613	null		
185299	NOC3L	NM_022451.9	chromosome 10 open reading frame 117
132329	GTF2I	NM_033003.1	
192842	FGFR3	NM_022965.1	fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)
158557	C20orf35	NM_018478.1	chromosome 20 open reading frame 35
134230	VARSL|GTF2H4	NM_001517.3	
161441	BRD3	NM_007371.2	bromodomain containing 3
176228	NDRG2	NM_201539.1	NDRG family member 2
174153	GOLT1A	BC058832.1	
172320	HRAS	NM_176795.2	v-Ha-ras Harvey rat sarcoma viral oncogene homolog
140961	TM4SF5	NM_003963.2	transmembrane 4 superfamily member 5
108026	DKFZP564O0523	NM_032120.1	hypothetical protein DKFZp564O0523
138602	MXI1	NM_130439.2	MAX interactor 1
116964	PES1	NM_014303.2	pescadillo homolog 1, containing BRCT domain (zebrafish)
131781	MEN1	NM_000244.2	multiple endocrine neoplasia I
116796	NKD1	NM_033119.3	naked cuticle homolog 1 (Drosophila)
200594	PPEF1		
Manufacturing_Test_Control_12			
228295	null	AK022228.1	
128232	PITPNM1	NM_004910.1	phosphatidylinositol transfer protein, membrane-associated 1
191410	BHMT2	NM_017614.3	betaine-homocysteine methyltransferase 2
152934	HDDC3	NM_198527.1	Similar to RIKEN cDNA 1110033O09 gene
171603	DOK4	NM_018110.2	docking protein 4
102133	C3orf9	NM_020231.3	x 010 protein
172554	IGLC1|IGLV4-3|IGLC2|IGLV2-14	AX810705.1	
212907	ZNF198	NM_003453.2	zinc finger protein 198
107117	GLA	NM_000169.1	galactosidase, alpha
163663	F5	M14335.1	
197109	TRIM4	NM_033091.1	tripartite motif-containing 4
133096	ZNF335	NM_022095.3	zinc finger protein 335
186405	MGAT4B	NM_014275.2	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isoenzyme B
202211	PUS1	NM_025215.3	pseudouridylate synthase 1
164020	null		
181105	DPM2	NM_003863.2	dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit
217047	MPHOSPH6	NM_005792.1	M-phase phosphoprotein 6
199042	GGT1|GGTL4|LOC440819|GGT2	X98922.1	
192079	ARHGEF7	NM_145735.1	Rho guanine nucleotide exchange factor (GEF) 7
224340	KBTBD9	NM_025067.1	
122143	RPE	NM_199229.1	ribulose-5-phosphate-3-epimerase
220606	PIGB	NM_004855.3	phosphatidylinositol glycan, class B
165917	null		
120624	FOXO1A	NM_002015.2	forkhead box O1A (rhabdomyosarcoma)
163480	HP	NM_005143.1	haptoglobin
235864	LOC387745	AK055771.1	
136887	null		
174889	CEP1	NM_007018.3	centrosomal protein 1
166635	F2	NM_000506.2	coagulation factor II (thrombin)
221068	PSAT1	NM_021154.3	phosphoserine aminotransferase 1
146841	KBTBD4	NM_018095.3	kelch repeat and BTB (POZ) domain containing 4
163166	MLF2	NM_005439.1	myeloid leukemia factor 2
183568	MDC1	NM_014641.1	
104900	C14orf104	NM_018139.1	chromosome 14 open reading frame 104
214742	null		
168224	KIRREL3	NM_032531.1	kin of IRRE like 3 (Drosophila)
190949	SPATA5L1	NM_024063.1	spermatogenesis associated 5-like 1
105493	COL1A2	NM_000089.3	collagen, type I, alpha 2
197774	ADPN	NM_025225.2	chromosome 22 open reading frame 20
151308	MRPS9	NM_182640.1	mitochondrial ribosomal protein S9
198926	MTMR4	NM_004687.3	myotubularin related protein 4
214412	MID1	NM_000381.1	midline 1 (Opitz/BBB syndrome)
104259	NIPA2	NM_030922.3	non-imprinted in Prader-Willi/Angelman syndrome 2
102046	SPRR2B	AF333952.1_CDS_1	
173362	AKAP8L	NM_014371.1	A kinase (PRKA) anchor protein 8-like
228865	FLJ14082	AY010112.1	
187600	null		
203532	BTG3	NM_006806.3	BTG family, member 3
178518	BIN1	NM_004305.2	bridging integrator 1
158279	MAN1A1	NM_005907.2	mannosidase, alpha, class 1A, member 1
127881	IHPK2	NM_016291.1	inositol hexaphosphate kinase 2
236463	null		
121144	KIAA1414	AK026928.1	
154864	PCSK6	NM_138325.2	proprotein convertase subtilisin/kexin type 6
118088	UGCGL2	NM_020121.2	UDP-glucose ceramide glucosyltransferase-like 2
130209	GC	NM_000583.2	group-specific component (vitamin D binding protein)
120701	PPID	NM_005038.2	peptidylprolyl isomerase D (cyclophilin D)
114699	ARL6IP6	NM_152522.2	ADP-ribosylation-like factor 6-interacting protein 6
236148	null		
162807	GMPPB	NM_013334.2	GDP-mannose pyrophosphorylase B
Manufacturing_Test_Control_8			
136156	SERPINF2	NM_000934.1	serine (or cysteine) proteinase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2
101955	SLC35F5	NM_025181.2	solute carrier family 35, member F5
137618	KIAA0226	D86979.2	
157685	UBE1C	NM_198197.1	ubiquitin-activating enzyme E1C (UBA3 homolog, yeast)
134377	RCBTB1	NM_018191.2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1
184400	SRCAP	NM_006662.1	Snf2-related CBP activator protein
116600	GSTA3	NM_000847.3	glutathione S-transferase A3
112810	SREBF1	NM_004176.2	sterol regulatory element binding transcription factor 1
202678	MTAP	NM_002451.3	methylthioadenosine phosphorylase
158737	CDC2L5	NM_031267.1	cell division cycle 2-like 5 (cholinesterase-related cell division controller)
117918	ITM2C	NM_030926.3	integral membrane protein 2C
135191	C14orf131	NM_018335.1	chromosome 14 open reading frame 131
197968	null		
167343	C10orf11	NM_032024.2	chromosome 10 open reading frame 11
422135	null		
132211	LOC442397		
174742	EFTUD1	NM_024580.3	hypothetical protein FLJ13119
183828	LIN7A	NM_004664.1	lin-7 homolog A (C. elegans)
122158	AKR1C2	NM_001354.4	aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III);aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)
225065	SLC25A37	NM_016612.1	mitochondrial solute carrier protein
189303	FLJ20054	BC022561.1	
176270	LOC441761	AX746545.1	
109744	ARPC4	NM_015644.1	tubulin tyrosine ligase-like family, member 3;actin related protein 2/3 complex, subunit 4, 20kDa
153128	null		
215985	SSR3	NM_007107.2	signal sequence receptor, gamma (translocon-associated protein gamma)
141785	IL11RA	NM_004512.3	interleukin 11 receptor, alpha
119754	FLJ37953	NM_152382.1	hypothetical protein FLJ37953
136226	ACOT9	NM_012332.1	likely ortholog of mouse acyl-Coenzyme A thioesterase 2, mitochondrial
123197	GLE1L	NM_001499.1	GLE1 RNA export mediator-like (yeast)
167807	A2M	NM_004964.2	histone deacetylase 1
149758	SSBP4	NM_032627.1	single stranded DNA binding protein 4
205600	C20orf27	NM_017874.2	chromosome 20 open reading frame 27
121320	LOC54103	AL079277.1	
129115	RAPGEF5	NM_012294.2	Rap guanine nucleotide exchange factor (GEF) 5
172651	null		
209809	BAZ1A	NM_013448.2	bromodomain adjacent to zinc finger domain, 1A
214483	FLJ21148	NM_024860.1	hypothetical protein FLJ21148
176188	GOLGA2	NM_004486.4	golgi autoantigen, golgin subfamily a, 2
146397	LOC401305		
108769	FEM1B	NM_015322.2	fem-1 homolog b (C. elegans)
121199	null		
130089	IF	NM_000204.1	I factor (complement)
189762	FAM91A1	NM_144963.1	hypothetical protein FLJ23790
148308	PLA2G12B	NM_032562.2	phospholipase A2, group XIIB
178043	PSPC1	NM_018282.1	paraspeckle component 1
218264	null		
128961	TFPT	NM_013342.1	TCF3 (E2A) fusion partner (in childhood Leukemia)
127346	null		
216725	AASS	NM_005763.2	aminoadipate-semialdehyde synthase
571566	null	AK054946.1	
108572	null		
195021	RAB31	NM_006868.2	RAB31, member RAS oncogene family
172148	LOC442570|LOC402538		
107675	SERPINC1	L00190.1_CDS_1	
138515	CD74	NM_004355.1	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)
168473	IFI35	NM_005533.2	interferon-induced protein 35
130150	C6orf89	NM_152734.2	chromosome 6 open reading frame 89
223097	SAV1	NM_021818.2	salvador homolog 1 (Drosophila)
217824	NFIA	NM_005595.1	nuclear factor I/A
105835	TRIM41	NM_033549.3	tripartite motif-containing 41
188418	DMGDH	NM_013391.2	dimethylglycine dehydrogenase
170548	SLC39A4	NM_130849.1	solute carrier family 39 (zinc transporter), member 4
117789	BAT4	NM_033177.2	HLA-B associated transcript 4
134614	LOC133957	NM_145265.2	similar to RIKEN cDNA 0610011N22
205054	GPATC1	NM_018025.2	G patch domain containing 1
172458	GPRC5C	NM_022036.2	G protein-coupled receptor, family C, group 5, member C
149750	PVR	NM_006505.2	poliovirus receptor
135410	DIP13B	NM_018171.2	DIP13 beta
339932	null		
187105	EXTL3	NM_001440.2	exostoses (multiple)-like 3
216287	null		
167130	null		
202723	null		
227194	UTRN	NM_007124.1	utrophin (homologous to dystrophin)
186765	C9orf74	NM_019025.2	spermine oxidase
116877	KIF17	NM_020816.1	kinesin family member 17
195536	USP5	NM_003481.1	ubiquitin specific protease 5 (isopeptidase T)
206161	SFXN4	NM_178867.3	sideroflexin 4
190637	RAI1	NM_030665.3	retinoic acid induced 1
190306	GHR	NM_000163.1	growth hormone receptor
120578	AZGP1	NM_001185.2	alpha-2-glycoprotein 1, zinc
192802	LBH	NM_030915.1	likely ortholog of mouse limb-bud and heart gene
203670	USP33	NM_015017.3	ubiquitin specific protease 33
130288	WDR7	NM_015285.1	WD repeat domain 7
216696	MYO10	NM_012334.1	myosin X
112198	RP6-213H19.1	NM_016542.2	Mst3 and SOK1-related kinase
146772	ENPP2	NM_006209.2	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)
108940	NDRG3	NM_022477.2	NDRG family member 3
205153	XPO1	NM_003400.2	exportin 1 (CRM1 homolog, yeast)
511171	SSPO	AX647061.1_CDS_1	
124803	LOC388972|ANAPC1|LOC285074|RGPD1	NM_022662.2	anaphase promoting complex subunit 1
199772	FAM20C	NM_020223.1	family with sequence similarity 20, member C
191693	SLC41A2	NM_032148.2	solute carrier family 41, member 2
163939	ANKFY1	NM_016376.2	ankyrin repeat and FYVE domain containing 1
100942	FRAP1	NM_004958.2	FK506 binding protein 12-rapamycin associated protein 1
149045	null	AK125074.1	
176591	MGC5242	NM_024033.1	hypothetical protein MGC5242
171539	MT1G	NM_005950.1	metallothionein 1G
122155	SLA/LP	NM_016955.1	soluble liver antigen/liver pancreas antigen
160620	HPR	NM_020995.3	haptoglobin-related protein
121802	C9orf21		
223345	DAAM1	NM_014992.1	dishevelled associated activator of morphogenesis 1
213168	ZC3H7B	NM_017590.4	ubiquitous tetratricopeptide containing protein RoXaN
222343	BTF3	NM_001207.3	basic transcription factor 3
206563	RPP25	NM_017793.1	ribonuclease P 25kDa subunit
236144	null		
108824	C10orf118	NM_018017.2	chromosome 10 open reading frame 118
101191	null	AK096680.1	
172746	NUDT4|NUDT4P1|NUDT4P2	NM_019094.3	nudix (nucleoside diphosphate linked moiety X)-type motif 4
164455	null		
207283	HFE	NM_139009.1	hemochromatosis
203326	BMPR1A|LOC283155	NM_004329.2	bone morphogenetic protein receptor, type IA
135242	LOC339879|LOC442505|LOC401305		
145275	GNPDA1	NM_005471.3	glucosamine-6-phosphate deaminase 1
160563	TMEM2	NM_013390.1	transmembrane protein 2
224634	MGC3196	BC020914.1	
188985	RRM2B	NM_015713.3	ribonucleotide reductase M2 B (TP53 inducible)
103431	CDC26	NM_139286.3	cell division cycle 26
227033	DMXL1	NM_005509.3	Dmx-like 1
171786	RIOK1	NM_153005.1	RIO kinase 1 (yeast)
