Gene Name	Common	Genbank	Description
181478	BXDC1	NM_032194.1	brix domain containing 1;chromosome 20 open reading frame 53
583894	null		
191962	FKBP11	NM_016594.1	FK506 binding protein 11, 19 kDa
138616	LOC401937		
174576	GLB1	NM_000404.1	galactosidase, beta 1
232980	NDST1	NM_001543.3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1
209963	MAPK6	NM_002748.2	mitogen-activated protein kinase 6
232098	null		
160271	CEBPB	NM_005194.2	CCAAT/enhancer binding protein (C/EBP), beta
127797	LOC440027		
148065	GLRX	NM_002064.1	glutaredoxin (thioltransferase)
132221	YPEL5	NM_016061.1	yippee protein
116776	ARHGEF19	NM_153213.2	Rho guanine nucleotide exchange factor (GEF) 19
214068	DRD1IP	NM_015722.2	dopamine receptor D1 interacting protein
142051	HSPB1	NM_001540.2	heat shock 27kDa protein 1
156018	CCNG1	NM_004060.3	cyclin G1
144908	ACO2	NM_001098.2	aconitase 2, mitochondrial
120209	EIF4E2	NM_004846.1	eukaryotic translation initiation factor 4E-like 3
191834	HECTD1	NM_015382.1	HECT domain containing 1
107026	PPA1	NM_021129.2	pyrophosphatase (inorganic)
183403	IRS1	NM_005544.1	insulin receptor substrate 1
186697	PLSCR1	NM_021105.1	phospholipid scramblase 1
159949	LOC442265		
100777	GSPT1	NM_002094.1	G1 to S phase transition 1
151174	LOC441641		
202443	XRCC6	NM_001469.2	thyroid autoantigen 70kDa (Ku antigen)
510396	null		
212596	null		
164821	DHX9	AK096582.1	
206016	ATXN10	NM_013236.1	like mouse brain protein E46
128236	HNRPA3		
113570	SCYE1	NM_004757.2	small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating)
137101	FLJ90396	NM_153358.1	hypothetical protein FLJ90396
121453	null		
124849	HNRPA1P4|HNRPA1	NM_031157.1	heterogeneous nuclear ribonucleoprotein A1
162470	NDUFC2	NM_004549.3	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa
130606	GGPS1	NM_004837.2	geranylgeranyl diphosphate synthase 1
209694	null		
190437	CLIC1	NM_001288.4	chloride intracellular channel 1
133413	PEPD	NM_000285.1	peptidase D
208764	TMEM106B	NM_018374.2	hypothetical protein FLJ11273
186200	UBE2L3	NM_003347.2	ubiquitin-conjugating enzyme E2L 3
129788	ALG5	NM_013338.3	asparagine-linked glycosylation 5 homolog (yeast, dolichyl-phosphate beta-glucosyltransferase)
187090	USP19	BC048269.1	
114744	HIRA	NM_003325.3	HIR histone cell cycle regulation defective homolog A (S. cerevisiae)
145947	ADCK2	NM_052853.3	aarF domain containing kinase 2
101946	COMMD7	NM_053041.1	COMM domain containing 7
182131	MARCKS	NM_002356.4	myristoylated alanine-rich protein kinase C substrate
147573	B4GALT5	NM_004776.2	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5
133345	SLC39A7	NM_006979.1	solute carrier family 39 (zinc transporter), member 7
126260	PTPN12	NM_002835.2	protein tyrosine phosphatase, non-receptor type 12
178891	PPP1R14B	NM_138689.1	
204077	CFDP1	NM_006324.1	craniofacial development protein 1
169243	DHRS7	NM_016029.1	dehydrogenase/reductase (SDR family) member 7
215143	WWP1	NM_007013.3	WW domain-containing protein 1
143383	TAF10	NM_006284.2	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa
200401	CALM2|CALM1	NM_006888.2	calmodulin 1 (phosphorylase kinase, delta)
158606	ABT1	NM_013375.2	activator of basal transcription 1
182774	NME1	NM_002512.1	non-metastatic cells 2, protein (NM23B) expressed in;non-metastatic cells 1, protein (NM23A) expressed in
104748	null		
236009	null		
206400	null		
193695	MAN2A1	NM_002372.1	mannosidase, alpha, class 2A, member 1
162128	HMGN3	AK021563.1	
190901	null		
131985	RTCD1	NM_003729.1	RNA terminal phosphate cyclase domain 1
202982	NDUFS1	NM_005006.5	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)
137725	CSTB	NM_000100.2	cystatin B (stefin B)
134430	ATPIF1	NM_178190.1	ATPase inhibitory factor 1
131538	LOC387820|DNAJB6	NM_005494.2	DnaJ (Hsp40) homolog, subfamily B, member 6
138302	LOC401308		
133936	C1orf115	NM_024709.2	hypothetical protein FLJ14146
189199	null		
105053	MNAT1	NM_002431.1	menage a trois 1 (CAK assembly factor)
138839	TMEM66	NM_016127.4	hypothetical protein MGC8721
170644	USP34	NM_014709.2	ubiquitin specific protease 34
231595	null		
215721	TMEM43	NM_024334.1	hypothetical protein MGC3222
174137	FAM96B	NM_016062.1	CGI-128 protein
181519	LOC442059		
145190	MRPL32	NM_031903.1	mitochondrial ribosomal protein L32
113902	SERPINB6	NM_004568.4	serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 6
121491	TRG20	NM_032286.2	hypothetical protein MGC5309
229724	C1orf95		
234963	null		
192671	RP11-431O22.2		
131064	ZNF429	NM_001001415.1	zinc finger protein 429
204952	PSMA4	NM_002789.3	proteasome (prosome, macropain) subunit, alpha type, 4
219955	SEPHS1	NM_012247.3	selenophosphate synthetase 1
184550	LOC283412	BC018943.2	
210389	null		
106774	RAC1	NM_018890.2	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
100914	null		
223241	MT4	NM_032935.1	metallothionein IV
152243	MGC2747	NM_024104.2	hypothetical protein MGC2747
203916	CAPNS1	NM_001749.1	calpain, small subunit 1
166068	SMBP	NM_020123.2	SM-11044 binding protein
224940	DUSP3	NM_004090.2	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)
693991	null		
189275	KIAA0494	NM_014774.1	
115178	TRAF4	NM_145751.1	TNF receptor-associated factor 4
236642	OR2W1	Z84476.7_CDS_3	
113737	TRIB3	NM_021158.3	tribbles homolog 3 (Drosophila)
170572	TMEM64	BC017409.1	
101692	null	AC007277.2_CDS_1	
116009	PRDX5	NM_181652.1	peroxiredoxin 5;estrogen-related receptor alpha
197327	HCFC1	NM_005334.1	host cell factor C1 (VP16-accessory protein)
100709	MTIF3	NM_152912.3	mitochondrial translational initiation factor 3
236949	SPCS2P		
216453	SH2BP1	NM_014633.2	SH2 domain binding protein 1 (tetratricopeptide repeat containing)
206002	ORF1-FL49	NM_032412.2	putative nuclear protein ORF1-FL49
693067	null		
102783	HTATIP2	NM_006410.3	HIV-1 Tat interactive protein 2, 30kDa
104341	FAU	NM_001997.2	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived); ribosomal protein S30
101266	FUSIP1	NM_054016.1	FUS interacting protein (serine-arginine rich) 1
231319	null	AK054822.1	
131365	PCGF1	NM_032673.1	likely ortholog of mouse nervous system polycomb 1
189401	C14orf108	NM_018229.2	chromosome 14 open reading frame 108
200038	PRDX4	NM_006406.1	peroxiredoxin 4
164927	RPL18	NM_000979.2	ribosomal protein L18
196138	LOC442217		
234889	BC37295_3		
234461	null		
147893	REPS1	NM_031922.2	RALBP1 associated Eps domain containing 1
135249	PFDN5	NM_145897.1	prefoldin 5
104861	UFD1L	NM_005659.3	ubiquitin fusion degradation 1-like
114492	PAIP2	NM_016480.2	poly(A) binding protein interacting protein 2
113090	C11orf10	NM_014206.1	chromosome 11 open reading frame 10
135048	ALS2CR2	NM_018571.4	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 2
157542	null		
123798	null		
131596	FNBP3	NM_017892.2	
182993	SSBP1	NM_003143.1	single-stranded DNA binding protein 1
108523	ZNF430	NM_025189.2	zinc finger protein 430
126308	MGC34774		ribosomal protein L13A-like
137076	MGC71993|C17orf49	BC040036.1	
153812	COMMD4	NM_017828.2	COMM domain containing 4
143154	null		
173072	MT1X	NM_005952.2	metallothionein 1X
209188	ZAK	NM_133646.1	sterile alpha motif and leucine zipper containing kinase AZK
155786	RNASET2	NM_003730.3	ribonuclease T2
197182	RER1	NM_007033.2	RER1 homolog (S. cerevisiae)
171339	ATXN7L2	NM_182580.1	hypothetical protein MGC46534;cytochrome b-561 domain containing 1
169476	TMED10	NM_006827.4	transmembrane trafficking protein
141922	HMGB1	NM_002128.3	high-mobility group box 1
215983	PRKRA	NM_003690.3	protein kinase, interferon-inducible double stranded RNA dependent activator
174829	PSMD4P2	NM_003557.1	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha
135918	RBM25	AL833497.1	
157193	RAB10	NM_016131.2	RAB10, member RAS oncogene family
154973	SPTBN1	NM_003128.1	hypothetical protein DKFZp547I014;spectrin, beta, non-erythrocytic 1
149461	GNB2L1	NM_006098.2	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1
110745	LOC130773		
155945	TIMM23	AF116628.1	
161254	NIPBL	NM_133433.2	IDN3 protein
126310	RHBDL7	NM_020684.2	NPD007 protein
156858	RFNG	BC014495.1	
181397	NDP52	NM_005831.3	nuclear domain 10 protein
166339	WIPI2	NM_015610.1	DKFZP434J154 protein
109325	PUM2	NM_015317.1	pumilio homolog 2 (Drosophila)
132913	MRPL17	NM_022061.2	mitochondrial ribosomal protein L17
236849	LOC91661	NM_138372.1	hypothetical protein BC001610
711583	FTS		
178639	LRP10	NM_014045.2	low density lipoprotein receptor-related protein 10
192881	null		
124239	OPA1	BC058013.1	optic atrophy 1 (autosomal dominant)
178067	FNDC3A	NM_014923.2	fibronectin type III domain containing 3
152873	BAT1	NM_004640.4	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G isoform 2;HLA-B associated transcript 1
205711	EIF3S10	NM_003750.1	eukaryotic translation initiation factor 3, subunit 10 theta, 150/170kDa
207755	IGFBP4	NM_001552.1	insulin-like growth factor binding protein 4
210403	LRP10|RAB13	NM_006694.2	RAB13, member RAS oncogene family;jumping translocation breakpoint
155347	null		
180431	LOC440037		
416454	TPSAB1|TPSB2	AX347838.1_CDS_1	
176440	OGFR	NM_007346.2	opioid growth factor receptor
199946	PFAAP5	NM_014887.1	phosphonoformate immuno-associated protein 5
174805	NDUFA12	NM_018838.3	13kDa differentiation-associated protein
230369	null		
207124	RBM5	NM_005778.1	RNA binding motif protein 5
509092	LOC388565		
132489	EPHX2	NM_001979.3	epoxide hydrolase 2, cytoplasmic
184926	PWP1	NM_007062.1	nuclear phosphoprotein similar to S. cerevisiae PWP1
156794	SYPL1	NM_182715.1	synaptophysin-like protein
167003	SFRS2	NM_003016.2	splicing factor, arginine/serine-rich 2
112025	C9orf23	NM_148179.1	chromosome 9 open reading frame 23
146815	PSME2	NM_002818.2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)
207804	ZNF3	NM_017715.1	zinc finger protein 3 (A8-51)
229396	null		
231656	null		
113154	CHORDC1	NM_012124.1	cysteine and histidine-rich domain (CHORD)-containing, zinc binding protein 1
128869	TMEM23	NM_147156.3	transmembrane protein 23
234488	null		
202630	null	AF090907.1	
204948	HNRPA2B1	NM_031243.1	heterogeneous nuclear ribonucleoprotein A2/B1
117554	ACP2	NM_001610.1	acid phosphatase 2, lysosomal
226943	VAMP8	NM_006634.2	vesicle-associated membrane protein 8 (endobrevin);vesicle-associated membrane protein 5 (myobrevin)
193606	MGC40397	NM_152318.1	hypothetical protein MGC40397
235777	CTAGE4|LOC442780		
143121	DRAP1	NM_006442.2	DR1-associated protein 1 (negative cofactor 2 alpha)
344391	null		
170793	RPS25	NM_001028.2	ribosomal protein S25
180378	MGC10433	NM_024321.3	hypothetical protein MGC10433
181007	SERF2	NM_005770.3	small EDRK-rich factor 2;Huntingtin interacting protein K
186670	PFN1	NM_005022.2	profilin 1
546701	null	AK027027.1	
212389	MBTPS1	NM_003791.2	membrane-bound transcription factor protease, site 1
162644	RP11-378J18.4|LOC440751	AX775845.1	
184076	GMPR2	NM_016576.2	guanosine monophosphate reductase 2
708291	STRA13	NM_144998.1	stimulated by retinoic acid 13
224647	DNAJC19	NM_201260.1	homolog of yeast TIM14
220796	KDELR2	NM_006854.2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2
213480	RPL21	NM_000982.2	ribosomal protein L21
111499	EPS8L2	NM_022772.2	EPS8-like 2
147778	RBMXL1	NM_019610.2	kynurenine aminotransferase III
154154	MRPL28	NM_006428.3	mitochondrial ribosomal protein L28
166305	ARPC2	NM_152862.1	actin related protein 2/3 complex, subunit 2, 34kDa
130652	MRPL3	NM_007208.2	mitochondrial ribosomal protein L3
164180	ESRRA	AL359457.12_CDS_1	
234317	null		
204492	MAP4	NM_030983.1	microtubule-associated protein 4
156030	TXNDC12	NM_015913.2	endoplasmic reticulum thioredoxin superfamily member, 18 kDa
146073	ZMPSTE24	NM_005857.2	zinc metalloproteinase (STE24 homolog, yeast)
143742	SF1	NM_201998.1	splicing factor 1
168588	MADP-1	NM_033114.2	MADP-1 protein
236385	null		
174250	ORMDL1	NM_016467.3	ORM1-like 1 (S. cerevisiae)
200058	PABPN1	NM_004643.1	poly(A) binding protein, nuclear 1
164566	SERTAD2	NM_014755.1	
220728	null	NM_003295.1	tumor protein, translationally-controlled 1
526989	null		
149497	FLJ11773	NM_021934.3	hypothetical protein FLJ11773
159790	C1orf27	BC003397.1	
226803	NIPSNAP3A	NM_015469.1	nipsnap homolog 3A (C. elegans)
144984	UBL5	NM_024292.2	ubiquitin-like 5
236765	LOC442730|LOC442349		
122318	TRAM1	NM_014294.3	translocation associated membrane protein 1
104377	MTA1	NM_004689.2	metastasis associated 1
140164	DKFZP564B147	NM_015582.1	DKFZP564B147 protein
231615	null		
343680	null	AK096255.1	
127121	OS9	NM_006812.1	amplified in osteosarcoma
198984	null		
131610	LOC402360	AL161628.9_CDS_1	
207913	NAG	NM_015909.2	neuroblastoma-amplified protein
232964	null		
187463	RAB7	NM_004637.5	RAB7, member RAS oncogene family
155479	RTN3	NM_006054.2	reticulon 3
144159	RYK	NM_002958.1	RYK receptor-like tyrosine kinase
102563	ZCCHC9	NM_032280.1	zinc finger, CCHC domain containing 9
228045	CHRM3	AK098605.1	
189404	DCTN1	NM_004082.2	dynactin 1 (p150, glued homolog, Drosophila)
210249	ANAPC5	NM_016237.3	anaphase promoting complex subunit 5
186603	SRPRB	NM_021203.2	signal recognition particle receptor, B subunit
178936	FLJ14346	BC018206.1	hypothetical protein FLJ14346
203444	LOC51234	NM_016454.2	hypothetical protein LOC51234
236059	LOC400055		
137563	ACAT2	NM_005891.1	acetyl-Coenzyme A acetyltransferase 2 (acetoacetyl Coenzyme A thiolase)
185779	CKLF	NM_181640.1	chemokine-like factor
199611	AMY2A		
187312	RetSat	NM_017750.2	hypothetical protein FLJ20296
166502	C10orf104	NM_002948.2	ribosomal protein L15
185881	SEPT7	NM_001788.2	CDC10 cell division cycle 10 homolog (S. cerevisiae)
235833	null		
131916	null		
122554	HIST1H2AJ	NM_021066.2	histone 1, H2aj
138012	C7orf30	NM_138446.1	chromosome 7 open reading frame 30
148227	WDR45L	NM_019613.2	hypothetical protein 628
150516	C5orf14	NM_024715.2	chromosome 5 open reading frame 14
235227	null		
236904	null		
182525	DBI	NM_020548.2	diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)
173159	LOC389842		
196427	GPR108	AX073578.1_CDS_1	
210058	FLJ13448	NM_025147.2	hypothetical protein FLJ13448
146820	RNPS1		
218648	LOC202459	NM_145303.1	similar to RIKEN cDNA 2310008M10
116762	null		
111409	RPS27A	NM_002954.3	ribosomal protein S27a
168861	HSPC171	NM_014187.1	HSPC171 protein
205457	PDCD8	NM_004208.2	programmed cell death 8 (apoptosis-inducing factor)
186473	SLC16A1	NM_003051.2	solute carrier family 16 (monocarboxylic acid transporters), member 1
115882	CHP	NM_020444.2	KIAA1191 protein
181598	RPS14		
100639	THOC1	NM_005131.1	THO complex 1
183813	LOC150580		
114993	TMSB4X|TMSL3	NM_182793.1	thymosin-like 6;thymosin-like 4;thymosin-like 3;thymosin-like 2;thymosin, beta 4, X-linked
198277	NKTR	NM_005385.2	natural killer-tumor recognition sequence
189700	MRPL51	NM_016497.2	mitochondrial ribosomal protein L51
111149	RPS11	NM_001015.3	ribosomal protein S11
219553	PBEF1	NM_182790.1	pre-B-cell colony enhancing factor 1
167252	C20orf174		
207499	HT007	NM_018480.2	uncharacterized hypothalamus protein HT007
159736	ARL6IP	NM_001019.3	ribosomal protein S15a;ADP-ribosylation factor-like 6 interacting protein
117353	AGGF1	NM_013303.1	angiogenic factor VG5Q
104400	null		
208166	LOC341412		
160951	PARP1	NM_001618.2	ADP-ribosyltransferase (NAD+; poly (ADP-ribose) polymerase)
105530	PCBP1	NM_006196.2	poly(rC) binding protein 1
186321	null	U03712.1_CDS_1	
109841	SDFR1	NM_017455.1	stromal cell derived factor receptor 1
236977	null		
128262	C14orf147	NM_138288.2	chromosome 14 open reading frame 147
499334	LOC285144	AK095714.1	
215967	DEK	NM_003472.2	DEK oncogene (DNA binding)
103085	null		
181994	SYAP1	NM_032796.2	synapse associated protein 1, SAP47 homolog (Drosophila)
232153	IDH2	NM_002168.2	isocitrate dehydrogenase 2 (NADP+), mitochondrial
186169	ZNF364	NM_014455.1	zinc finger protein 364
234269	DKFZP434A062	AL080191.1	
165565	LOC442515		
204737	null	NM_001011.2	ribosomal protein S7
107745	LOC388621	NM_000982.2	ribosomal protein L21
127228	RPS3A	NM_182777.2	ribosomal protein S3A
184373	PDIA4	NM_004911.3	protein disulfide isomerase related protein (calcium-binding protein, intestinal-related)
174242	FLJ20487	NM_017841.1	IIIG9 protein;hypothetical protein FLJ20487
212261	LOC441593		
114593	LOC388817|PPIA	NM_203431.1	peptidylprolyl isomerase A (cyclophilin A)
189057	LOC341511		
187916	SMAD4	NM_005359.3	SMAD, mothers against DPP homolog 4 (Drosophila)
125725	C5orf15	NM_020199.1	chromosome 5 open reading frame 15
177465	PJA2	NM_014819.2	praja 2, RING-H2 motif containing
181810	null		
116454	LOC440516|ZNF708	BX647526.1	
198911	YTHDF1	NM_017798.2	YTH domain family 1
221810	C3orf10	NM_018462.3	chromosome 3 open reading frame 10
161087	LOC392549		
139964	PRNPIP	BC004456.1	
178569	GNG5	NM_005274.1	guanine nucleotide binding protein (G protein), gamma 5
190068	ZNF45	NM_003425.2	zinc finger protein 45 (a Kruppel-associated box (KRAB) domain polypeptide)
234890	NEUROG2	NM_024019.2	neurogenin 2
100894	null		
211285	null		
163450	ST13	NM_003932.3	family with sequence similarity 10, member A4;family with sequence similarity 10, member A5;suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
184915	DECR2	NM_020664.3	2,4-dienoyl CoA reductase 2, peroxisomal
101611	ATPBD1C	NM_016301.2	protein x 0004
200631	LOC390007		
128019	null		
126241	ADIPOR1	BC001594.2	
118713	HSD17B4	NM_000414.1	hydroxysteroid (17-beta) dehydrogenase 4
122759	LOC389901|XRCC6	NM_001469.2	thyroid autoantigen 70kDa (Ku antigen)
186841	ANP32B	NM_006401.1	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B
109438	null		
216892	SNRPEL1		
153002	null	NM_001014.2	ribosomal protein S10
206665	CDC42BPA	NM_003607.2	CDC42 binding protein kinase alpha (DMPK-like)
181617	CREBL2	NM_001310.2	cAMP responsive element binding protein-like 2
174895	RIOK3	NM_003831.2	RIO kinase 3 (yeast)
201134	SNRPB	NM_003091.3	small nuclear ribonucleoprotein polypeptides B and B1
205129	UBA2	NM_005499.1	SUMO-1 activating enzyme subunit 2
153780	SNRPD3	NM_004175.3	small nuclear ribonucleoprotein D3 polypeptide 18kDa
121238	MRPL9	NM_031420.2	mitochondrial ribosomal protein L9
131337	GRINA	BC041788.1	
163851	null		
106164	ARD1A	NM_003491.2	ARD1 homolog, N-acetyltransferase (S. cerevisiae)
229680	null		
115953	null		
101126	FBXW7	NM_033632.1	F-box and WD-40 domain protein 7 (archipelago homolog, Drosophila)
193902	ZDHHC3	NM_016598.1	hypothetical protein FLJ20209;zinc finger, DHHC domain containing 3
175421	null		
135002	LOC440172	NM_005517.1	high-mobility group nucleosomal binding domain 2
215317	AK2	NM_172199.1	adenylate kinase 2
100969	C16orf49	NM_002694.2	hypothetical protein DKFZp434K046;polymerase (RNA) II (DNA directed) polypeptide C, 33kDa
229934	LOC120318		
204707	HDAC6	NM_006044.2	histone deacetylase 6
